jdb	vrad	svrad	fwhm	contrast	bis_span	noise	s_mw	sig_s	rhk	sig_rhk	sn_CaII	sn10	sn50	sn60
56432.597468	-97.93505	0.00081	6.12474	30.857	-0.02617	0.00070	0.199677	0.000677	-4.8550	0.0024	44.40	76.20	209.90	201.00
56432.600084	-97.93486	0.00080	6.12436	30.836	-0.02686	0.00069	0.198737	0.000659	-4.8584	0.0024	45.30	77.40	215.10	208.00
56433.504097	-97.93461	0.00074	6.12433	30.854	-0.02863	0.00062	0.198583	0.000541	-4.8589	0.0020	53.20	90.40	227.80	212.00
56433.506713	-97.93435	0.00076	6.12343	30.852	-0.02570	0.00064	0.198314	0.000563	-4.8599	0.0020	51.40	88.00	220.00	203.00
56433.509317	-97.93471	0.00076	6.12279	30.843	-0.02722	0.00064	0.198753	0.000563	-4.8583	0.0020	51.70	87.70	221.70	206.90
56433.511932	-97.93485	0.00074	6.12420	30.840	-0.02707	0.00063	0.198147	0.000546	-4.8605	0.0020	52.90	89.90	225.20	208.50
56433.514548	-97.93450	0.00073	6.12567	30.841	-0.02377	0.00061	0.198008	0.000521	-4.8610	0.0019	55.00	92.90	234.80	217.80
56434.469031	-97.93547	0.00072	6.12500	30.853	-0.02881	0.00060	0.198401	0.000506	-4.8596	0.0018	56.30	97.00	233.10	208.30
56434.471659	-97.93586	0.00071	6.12432	30.847	-0.02537	0.00059	0.198626	0.000492	-4.8588	0.0018	57.70	98.70	239.10	215.00
56434.474263	-97.93574	0.00078	6.12608	30.845	-0.02473	0.00067	0.199120	0.000592	-4.8570	0.0021	49.50	85.50	209.80	191.00
56434.476878	-97.93556	0.00084	6.11773	30.872	-0.03019	0.00074	0.198121	0.000674	-4.8606	0.0024	44.40	76.70	191.60	177.60
56434.479494	-97.93543	0.00076	6.12612	30.841	-0.02563	0.00065	0.198952	0.000565	-4.8576	0.0020	51.50	87.80	218.30	201.00
56435.473430	-97.93676	0.00081	6.11918	30.867	-0.02945	0.00070	0.198006	0.000625	-4.8610	0.0023	47.40	78.00	205.20	203.20
56435.476045	-97.93643	0.00081	6.12052	30.862	-0.02657	0.00070	0.197766	0.000626	-4.8619	0.0023	47.20	78.60	204.20	199.00
56435.478649	-97.93727	0.00090	6.11841	30.858	-0.02961	0.00080	0.198691	0.000752	-4.8585	0.0027	40.80	68.40	179.70	177.60
56435.481265	-97.93683	0.00090	6.11909	30.855	-0.02645	0.00080	0.198757	0.000751	-4.8583	0.0027	40.80	67.80	179.40	179.50
56437.471116	-97.93016	0.00453	6.13278	30.752	-0.02258	0.00451	0.202353	0.008470	-4.8455	0.0296	6.20	12.60	38.40	36.90
56437.471474	-97.92968	0.00435	6.12218	30.858	-0.02391	0.00432	0.196653	0.008167	-4.8659	0.0299	6.50	13.20	39.20	36.40
56437.471833	-97.93018	0.00482	6.12216	30.820	-0.04255	0.00479	0.212403	0.009372	-4.8118	0.0303	5.80	11.60	36.80	36.00
56437.472192	-97.92986	0.00461	6.12716	30.721	-0.00823	0.00458	0.190490	0.008795	-4.8891	0.0340	6.00	12.10	38.00	37.30
56437.475722	-97.93616	0.00072	6.12125	30.862	-0.02643	0.00060	0.197291	0.000501	-4.8636	0.0018	57.00	91.40	240.60	240.10
56437.478337	-97.93464	0.00072	6.12189	30.857	-0.02634	0.00059	0.198021	0.000493	-4.8610	0.0018	57.90	91.90	244.60	246.50
56437.480953	-97.93463	0.00068	6.12134	30.847	-0.02495	0.00055	0.197404	0.000449	-4.8632	0.0016	62.60	99.40	260.80	259.70
56437.483568	-97.93435	0.00068	6.12457	30.850	-0.02590	0.00055	0.197569	0.000445	-4.8626	0.0016	63.20	99.80	263.10	262.90
56456.409343	-97.93657	0.00062	6.12079	30.865	-0.03072	0.00048	0.191776	0.000384	-4.8842	0.0015	70.70	119.90	293.80	271.50
56456.414852	-97.93622	0.00060	6.12470	30.861	-0.02988	0.00045	0.192300	0.000357	-4.8822	0.0014	75.40	128.40	310.40	281.80
56458.392980	-97.93594	0.00068	6.12540	30.847	-0.02911	0.00055	0.195409	0.000463	-4.8705	0.0017	60.80	98.80	261.30	264.00
56458.398478	-97.93805	0.00071	6.12275	30.865	-0.02808	0.00058	0.195228	0.000499	-4.8712	0.0018	57.00	93.10	246.30	249.00
56459.369002	-97.93675	0.00084	6.12482	30.844	-0.02874	0.00074	0.195149	0.000661	-4.8715	0.0025	45.10	73.90	195.80	200.20
56459.372763	-97.93641	0.00081	6.12162	30.854	-0.02736	0.00070	0.195939	0.000625	-4.8686	0.0023	47.30	76.70	204.90	211.10
56459.376536	-97.93773	0.00079	6.12217	30.855	-0.02649	0.00068	0.195831	0.000597	-4.8690	0.0022	49.10	80.50	212.10	213.80
56460.369687	-97.93728	0.00066	6.12300	30.852	-0.02576	0.00052	0.195287	0.000428	-4.8710	0.0016	65.10	106.80	273.10	265.40
56460.373448	-97.93669	0.00066	6.12160	30.853	-0.02834	0.00052	0.194264	0.000425	-4.8748	0.0016	65.30	106.60	274.80	269.30
56460.377221	-97.93676	0.00064	6.12272	30.849	-0.03099	0.00050	0.195342	0.000406	-4.8708	0.0015	68.10	111.30	284.10	275.60
56465.386609	-97.93409	0.00097	6.12844	30.835	-0.02736	0.00089	0.197770	0.000879	-4.8619	0.0032	36.10	62.60	160.50	153.90
56465.390417	-97.93583	0.00092	6.12931	30.836	-0.03074	0.00083	0.198508	0.000794	-4.8592	0.0029	39.10	67.90	171.80	162.90
56465.456488	-97.93442	0.00068	6.13317	30.815	-0.02873	0.00055	0.197857	0.000472	-4.8615	0.0017	60.10	102.10	260.20	242.30
56465.460261	-97.93344	0.00067	6.13336	30.803	-0.02877	0.00054	0.198387	0.000456	-4.8596	0.0016	62.00	104.60	266.70	247.50
56466.383141	-97.93476	0.00072	6.13139	30.808	-0.02797	0.00059	0.198925	0.000511	-4.8577	0.0018	56.20	97.80	233.60	209.80
56466.386914	-97.93568	0.00074	6.13239	30.803	-0.02756	0.00063	0.197411	0.000549	-4.8632	0.0020	52.80	91.20	223.50	205.10
56466.455184	-97.93598	0.00069	6.13467	30.812	-0.02689	0.00057	0.198310	0.000499	-4.8599	0.0018	57.30	99.40	252.10	231.70
56466.458945	-97.93532	0.00071	6.13426	30.799	-0.02476	0.00059	0.198522	0.000521	-4.8591	0.0019	55.30	95.80	243.60	222.80
56480.381416	-97.93556	0.00067	6.12863	30.822	-0.02599	0.00054	0.197588	0.000440	-4.8625	0.0016	64.50	103.80	268.00	259.20
56480.384043	-97.93652	0.00067	6.12667	30.827	-0.02674	0.00054	0.197569	0.000440	-4.8626	0.0016	64.60	104.50	268.50	257.80
56480.386659	-97.93647	0.00068	6.12885	30.827	-0.02519	0.00055	0.197041	0.000454	-4.8645	0.0017	62.80	101.70	262.50	253.00
56480.389286	-97.93639	0.00068	6.12910	30.825	-0.02760	0.00056	0.197389	0.000458	-4.8632	0.0017	62.40	101.00	261.20	250.80
56481.375342	-97.93530	0.00079	6.13356	30.822	-0.02350	0.00068	0.196538	0.000614	-4.8664	0.0023	48.50	83.30	208.10	192.50
56481.379207	-97.93571	0.00079	6.12734	30.845	-0.02551	0.00068	0.196491	0.000611	-4.8665	0.0022	48.70	84.00	206.90	189.00
56481.382957	-97.93819	0.00081	6.13032	30.829	-0.02715	0.00071	0.196924	0.000646	-4.8649	0.0024	46.60	79.20	202.30	189.90
56482.377138	-97.93625	0.00082	6.12964	30.839	-0.02725	0.00072	0.196832	0.000672	-4.8653	0.0025	45.10	77.20	199.10	188.90
56482.380876	-97.93673	0.00084	6.13277	30.824	-0.02560	0.00074	0.196626	0.000699	-4.8660	0.0026	43.70	75.50	192.30	180.00
56482.384649	-97.93739	0.00092	6.12997	30.842	-0.02961	0.00084	0.196253	0.000827	-4.8674	0.0030	38.10	66.60	171.30	161.40
56645.723494	-97.93328	0.00075	6.14611	30.690	-0.02678	0.00064	0.201420	0.000605	-4.8488	0.0021	53.20	85.10	224.90	218.90
56645.794761	-97.93335	0.00060	6.14486	30.678	-0.02351	0.00046	0.201015	0.000393	-4.8502	0.0014	76.80	122.90	313.60	295.60
56665.649971	-97.93465	0.00079	6.14595	30.754	-0.02396	0.00069	0.195314	0.000642	-4.8709	0.0024	49.80	80.50	212.50	203.60
56665.799715	-97.93391	0.00063	6.14732	30.726	-0.02251	0.00049	0.194970	0.000427	-4.8721	0.0016	70.00	111.90	293.50	282.30
56672.685439	-97.93421	0.00053	6.14501	30.717	-0.02574	0.00035	0.195887	0.000282	-4.8687	0.0010	102.00	156.10	418.20	413.60
56672.779681	-97.93277	0.00050	6.14519	30.699	-0.02477	0.00030	0.196099	0.000235	-4.8680	0.0009	120.70	182.90	489.20	483.70
56720.673955	-97.93553	0.00079	6.15495	30.730	-0.02334	0.00069	0.195446	0.000620	-4.8704	0.0023	48.80	81.80	202.70	181.50
56720.676443	-97.93369	0.00074	6.14976	30.731	-0.02225	0.00063	0.195056	0.000545	-4.8718	0.0020	54.30	91.10	223.00	197.00
56720.678816	-97.93577	0.00074	6.15098	30.731	-0.02205	0.00063	0.195504	0.000551	-4.8702	0.0020	53.80	90.40	221.60	195.50
56720.681142	-97.93563	0.00073	6.14952	30.722	-0.02096	0.00061	0.195089	0.000531	-4.8717	0.0020	55.50	93.00	227.30	199.60
56720.683527	-97.93477	0.00072	6.14903	30.731	-0.02101	0.00061	0.194550	0.000524	-4.8737	0.0020	55.90	94.20	229.60	200.40
56737.520752	-97.92938	0.00067	6.04890	31.138	-0.02698	0.00055	0.202876	0.000526	-4.8437	0.0018	56.40	99.30	238.90	219.00
56737.526157	-97.92924	0.00068	6.04751	31.130	-0.02505	0.00057	0.202481	0.000552	-4.8451	0.0019	53.90	95.50	228.80	209.20
56737.659174	-97.93202	0.00065	6.05252	31.133	-0.02723	0.00053	0.203537	0.000494	-4.8414	0.0017	59.70	100.10	254.80	248.80
56737.664730	-97.93110	0.00067	6.05159	31.141	-0.02658	0.00056	0.202479	0.000518	-4.8451	0.0018	57.20	95.40	245.20	242.20
56769.569663	-97.93186	0.00065	6.04932	31.150	-0.02485	0.00052	0.199969	0.000471	-4.8540	0.0017	61.00	103.00	260.60	246.70
56769.573471	-97.93138	0.00065	6.05184	31.154	-0.02473	0.00054	0.200191	0.000485	-4.8532	0.0017	59.60	100.40	255.70	243.60
56769.577186	-97.93101	0.00065	6.04902	31.151	-0.02493	0.00053	0.200643	0.000482	-4.8516	0.0017	60.00	100.40	258.50	248.90
56813.468738	-97.93269	0.00051	6.04669	31.204	-0.02646	0.00035	0.189492	0.000282	-4.8930	0.0011	93.10	160.70	386.50	350.50
56813.474212	-97.93343	0.00052	6.04435	31.212	-0.02893	0.00036	0.189855	0.000296	-4.8916	0.0011	89.40	152.40	375.90	348.00
56815.396208	-97.93366	0.00058	6.04520	31.220	-0.02855	0.00045	0.191534	0.000380	-4.8851	0.0015	71.80	120.80	299.40	288.00
56815.399969	-97.93364	0.00059	6.04486	31.219	-0.02539	0.00047	0.191499	0.000390	-4.8852	0.0015	70.20	117.60	293.00	284.10
56815.403777	-97.93331	0.00058	6.04561	31.221	-0.02722	0.00045	0.190993	0.000371	-4.8872	0.0014	73.50	120.60	304.80	300.90
57045.581451	-97.93517	0.00080	6.02815	31.299	-0.02558	0.00072	0.185163	0.000735	-4.9102	0.0030	42.60	72.10	191.30	192.80
57045.586856	-97.93374	0.00079	6.03054	31.294	-0.02640	0.00071	0.186651	0.000725	-4.9042	0.0029	43.30	73.40	194.20	195.60
57045.769227	-97.93562	0.00082	6.03538	31.288	-0.02643	0.00074	0.185064	0.000755	-4.9106	0.0031	41.80	71.10	184.60	184.80
57045.774655	-97.93476	0.00076	6.02926	31.293	-0.02818	0.00068	0.185661	0.000673	-4.9082	0.0027	45.70	77.50	199.50	197.90
57047.599033	-97.93720	0.00097	6.03540	31.289	-0.02831	0.00090	0.186101	0.001023	-4.9064	0.0041	33.20	57.80	152.20	150.90
57047.602748	-97.93582	0.00093	6.03521	31.296	-0.02861	0.00086	0.185886	0.000956	-4.9073	0.0038	34.80	60.50	158.90	157.30
57047.606325	-97.93506	0.00089	6.03587	31.291	-0.02512	0.00082	0.186138	0.000872	-4.9062	0.0035	37.50	64.50	167.50	164.20
57047.789945	-97.93476	0.00058	6.03754	31.261	-0.02801	0.00046	0.186920	0.000407	-4.9031	0.0016	69.80	113.70	298.70	300.80
57379.791792	-97.93378	0.00061	6.02394	31.317	-0.02833	0.00050	0.178174	0.000426	-4.9395	0.0018	66.10	110.60	263.90	253.90
57379.795554	-97.93405	0.00060	6.02365	31.314	-0.02834	0.00049	0.178807	0.000418	-4.9367	0.0018	67.30	112.20	267.20	257.80
57379.799362	-97.93388	0.00059	6.02833	31.296	-0.02762	0.00047	0.178689	0.000395	-4.9373	0.0017	70.70	117.20	279.80	270.80
57382.653406	-97.93511	0.00089	6.02506	31.292	-0.02918	0.00082	0.180331	0.000856	-4.9302	0.0036	37.80	66.90	160.60	151.90
57382.657122	-97.93729	0.00105	6.02980	31.297	-0.02603	0.00099	0.180232	0.001148	-4.9306	0.0049	30.40	54.50	132.90	127.90
57382.660872	-97.93668	0.00125	6.02813	31.303	-0.03270	0.00120	0.182552	0.001541	-4.9209	0.0064	24.70	44.70	111.00	108.30
57382.758426	-97.93505	0.00087	6.02707	31.290	-0.02675	0.00080	0.181180	0.000815	-4.9266	0.0034	39.30	69.40	163.40	154.50
57382.762489	-97.93316	0.00101	6.02261	31.312	-0.02310	0.00094	0.182005	0.001049	-4.9232	0.0044	32.60	57.90	138.80	133.50
57382.765984	-97.93454	0.00098	6.03067	31.288	-0.02700	0.00091	0.180921	0.000996	-4.9277	0.0042	33.80	60.10	143.10	136.80
57384.701851	-97.93394	0.00076	6.02826	31.271	-0.02897	0.00067	0.181097	0.000653	-4.9270	0.0028	46.60	83.30	190.50	175.10
57384.705393	-97.93280	0.00077	6.02774	31.272	-0.02273	0.00068	0.181473	0.000666	-4.9254	0.0028	45.90	82.20	186.80	171.10
57384.709306	-97.93315	0.00084	6.02803	31.278	-0.02925	0.00076	0.179567	0.000768	-4.9335	0.0033	41.00	73.20	169.80	158.60
57527.417324	-97.93439	0.00104	6.01796	31.391	-0.03097	0.00098	0.170460	0.001079	-4.9743	0.0051	29.30	56.10	131.80	130.90
57527.421120	-97.93575	0.00105	6.02752	31.364	-0.02886	0.00099	0.170358	0.001090	-4.9748	0.0051	29.10	55.90	130.70	129.60
57527.424962	-97.93354	0.00098	6.02206	31.393	-0.03162	0.00092	0.171800	0.000983	-4.9680	0.0046	31.40	59.80	140.50	139.40
57530.404655	-97.93482	0.00128	6.02186	31.384	-0.03037	0.00123	0.172341	0.001534	-4.9655	0.0071	22.70	44.40	107.00	107.70
57530.408382	-97.93543	0.00100	6.01805	31.381	-0.02952	0.00094	0.171535	0.001011	-4.9693	0.0047	30.70	58.90	137.80	135.80
57530.412178	-97.93310	0.00092	6.02135	31.386	-0.03004	0.00085	0.170171	0.000867	-4.9757	0.0041	34.30	65.80	150.70	145.30
57530.502807	-97.93287	0.00135	6.02458	31.391	-0.02966	0.00131	0.171553	0.001729	-4.9692	0.0080	20.80	41.00	102.10	104.70
57530.506557	-97.93581	0.00117	6.02265	31.376	-0.03209	0.00111	0.174036	0.001359	-4.9578	0.0061	24.80	47.80	119.20	123.40
57530.510364	-97.93480	0.00131	6.02334	31.419	-0.03260	0.00126	0.172005	0.001642	-4.9671	0.0076	21.60	42.20	106.00	109.60
57750.617903	-97.93643	0.00117	6.02952	31.350	-0.02144	0.00112	0.171636	0.001356	-4.9688	0.0063	26.80	47.10	123.40	132.30
57750.621803	-97.93635	0.00114	6.02438	31.368	-0.02686	0.00108	0.173230	0.001292	-4.9615	0.0059	27.70	48.70	127.00	135.60
57750.625380	-97.93691	0.00117	6.02085	31.369	-0.02470	0.00111	0.174608	0.001349	-4.9552	0.0061	26.90	47.40	123.10	131.40
57750.735053	-97.93320	0.00079	6.02706	31.359	-0.02716	0.00071	0.173542	0.000660	-4.9601	0.0030	45.80	77.20	189.90	196.40
57750.738919	-97.93315	0.00076	6.02361	31.348	-0.02717	0.00067	0.174895	0.000621	-4.9539	0.0028	48.30	81.40	198.40	203.30
57750.742565	-97.93227	0.00075	6.02328	31.367	-0.02628	0.00067	0.173556	0.000614	-4.9600	0.0028	48.70	81.90	199.90	204.90
57763.596435	-97.93758	0.00091	6.02398	31.382	-0.02678	0.00083	0.172989	0.000874	-4.9626	0.0040	36.60	65.80	161.10	158.90
57763.600174	-97.93456	0.00090	6.01957	31.393	-0.02955	0.00083	0.172593	0.000855	-4.9644	0.0039	37.10	66.50	163.10	161.80
57763.604028	-97.93594	0.00090	6.02063	31.395	-0.02792	0.00082	0.172961	0.000846	-4.9627	0.0039	37.40	67.10	163.40	161.60
57763.688270	-97.93391	0.00075	6.02128	31.365	-0.02902	0.00065	0.171789	0.000577	-4.9681	0.0027	50.20	89.70	192.80	175.50
57763.691893	-97.93410	0.00074	6.02096	31.375	-0.02996	0.00065	0.172115	0.000570	-4.9666	0.0026	50.80	90.50	196.00	179.70
57763.695713	-97.93477	0.00076	6.01884	31.385	-0.02805	0.00067	0.172086	0.000594	-4.9667	0.0027	49.00	87.60	189.70	175.30
57767.598313	-97.93286	0.00106	6.02278	31.370	-0.02783	0.00100	0.171584	0.001116	-4.9690	0.0052	30.30	56.50	129.60	123.50
57767.602017	-97.93335	0.00107	6.01751	31.404	-0.03035	0.00101	0.172456	0.001135	-4.9650	0.0052	30.00	55.80	128.30	122.70
57767.605652	-97.93283	0.00101	6.01786	31.400	-0.02502	0.00095	0.169067	0.001015	-4.9809	0.0048	32.40	60.80	134.40	124.30
57767.672913	-97.93166	0.00101	6.01746	31.390	-0.02619	0.00094	0.171350	0.000977	-4.9701	0.0045	33.40	62.90	131.10	117.70
57767.676675	-97.93205	0.00101	6.01814	31.388	-0.03079	0.00094	0.171408	0.000972	-4.9699	0.0045	33.50	63.10	130.80	117.10
57767.680459	-97.93213	0.00096	6.02428	31.367	-0.02873	0.00089	0.171093	0.000888	-4.9713	0.0041	35.80	68.10	135.30	117.20
57770.587882	-97.93306	0.00068	6.02113	31.376	-0.02716	0.00057	0.173138	0.000500	-4.9619	0.0023	56.50	99.70	227.60	214.80
57770.591620	-97.93350	0.00070	6.02333	31.368	-0.02990	0.00060	0.172270	0.000526	-4.9659	0.0024	54.20	95.80	218.50	207.00
57770.595255	-97.93243	0.00068	6.02271	31.377	-0.03042	0.00058	0.173238	0.000503	-4.9614	0.0023	56.30	99.90	224.00	208.30
57770.753007	-97.93210	0.00064	6.02292	31.372	-0.02809	0.00053	0.172005	0.000443	-4.9671	0.0020	62.40	110.30	238.70	220.40
57770.756723	-97.93213	0.00066	6.02236	31.359	-0.02577	0.00056	0.173104	0.000474	-4.9621	0.0022	59.10	104.20	229.00	213.90
57770.760485	-97.93270	0.00077	6.02212	31.369	-0.02689	0.00068	0.171603	0.000616	-4.9690	0.0029	47.60	84.70	191.20	183.30
57790.627056	-97.93387	0.00084	6.02020	31.369	-0.02891	0.00076	0.174841	0.000733	-4.9542	0.0033	41.80	73.10	175.80	178.60
57790.630876	-97.93223	0.00074	6.02451	31.379	-0.02883	0.00064	0.174643	0.000582	-4.9551	0.0026	50.10	86.80	206.30	207.50
57790.634638	-97.93240	0.00066	6.02629	31.367	-0.02735	0.00056	0.175346	0.000478	-4.9519	0.0021	59.00	100.80	237.90	237.80
57790.697105	-97.93404	0.00071	6.02746	31.353	-0.02837	0.00062	0.174153	0.000546	-4.9573	0.0025	52.70	90.40	216.70	219.50
57790.700797	-97.93391	0.00071	6.02547	31.378	-0.02402	0.00062	0.175459	0.000548	-4.9514	0.0024	52.70	90.60	216.70	218.70
57790.704571	-97.93304	0.00068	6.02712	31.359	-0.02709	0.00058	0.174701	0.000503	-4.9548	0.0023	56.30	96.90	229.50	229.20
