jdb	vrad	svrad	fwhm	contrast	bis_span	noise	s_mw	sig_s	rhk	sig_rhk	sn_CaII	sn10	sn50	sn60
56421.561570	-59.34195	0.00045	6.21733	42.960	-0.03772	0.00020	0.169081	0.000195	-4.9739	0.0010	120.80	212.50	461.50	384.50
56423.636841	-59.34510	0.00058	6.21776	43.018	-0.03675	0.00041	0.169439	0.000469	-4.9721	0.0023	55.90	95.50	231.00	217.30
56432.540102	-59.34318	0.00046	6.22192	42.961	-0.03797	0.00021	0.168346	0.000213	-4.9775	0.0011	110.70	197.90	422.70	347.30
56432.671315	-59.34438	0.00046	6.21985	42.964	-0.03749	0.00022	0.170595	0.000224	-4.9665	0.0011	107.10	178.20	438.90	413.30
56434.491766	-59.34434	0.00046	6.22133	42.969	-0.03783	0.00023	0.169261	0.000230	-4.9730	0.0011	104.00	177.10	416.40	377.30
56434.611869	-59.34360	0.00050	6.22220	42.980	-0.03765	0.00031	0.168506	0.000328	-4.9768	0.0016	75.40	131.00	307.60	281.10
56436.559549	-59.34304	0.00044	6.21966	42.918	-0.03638	0.00018	0.170358	0.000176	-4.9676	0.0009	133.90	224.20	524.40	481.80
56464.446074	-59.34516	0.00133	6.22495	42.952	-0.03842	0.00127	0.170476	0.002385	-4.9671	0.0116	16.70	31.10	79.70	77.20
56464.449847	-59.34459	0.00106	6.22021	42.981	-0.03918	0.00098	0.169708	0.001591	-4.9708	0.0078	22.20	40.60	100.80	95.90
56464.544821	-59.34570	0.00070	6.22481	42.986	-0.03695	0.00057	0.169897	0.000731	-4.9699	0.0036	39.30	69.30	169.40	161.50
56464.552054	-59.34245	0.00077	6.22582	42.984	-0.04001	0.00066	0.169966	0.000892	-4.9696	0.0044	33.80	60.00	148.30	142.60
56465.435807	-59.34202	0.00061	6.22371	42.979	-0.03545	0.00047	0.169625	0.000546	-4.9712	0.0027	49.20	87.90	199.90	175.00
56465.438989	-59.34267	0.00062	6.22178	42.987	-0.03673	0.00047	0.170565	0.000551	-4.9666	0.0027	49.00	87.40	199.50	175.20
56465.539275	-59.34292	0.00060	6.22423	42.985	-0.03612	0.00045	0.169434	0.000526	-4.9722	0.0026	50.90	89.00	210.30	191.20
56465.543037	-59.34368	0.00063	6.22317	42.975	-0.03914	0.00048	0.171377	0.000575	-4.9627	0.0028	47.50	83.20	198.40	182.20
56480.450274	-59.34181	0.00060	6.22699	42.971	-0.03705	0.00045	0.169785	0.000500	-4.9704	0.0024	53.10	93.80	211.50	180.60
56480.452867	-59.34290	0.00059	6.23026	42.958	-0.03918	0.00044	0.170440	0.000484	-4.9672	0.0024	54.60	95.40	217.80	189.20
56480.455483	-59.34256	0.00060	6.22443	42.977	-0.03785	0.00045	0.171218	0.000502	-4.9635	0.0024	53.20	93.10	213.20	185.80
56480.458087	-59.34277	0.00060	6.22781	42.971	-0.03778	0.00045	0.170175	0.000506	-4.9685	0.0025	52.70	91.80	212.10	187.60
56482.421366	-59.34321	0.00067	6.22370	42.984	-0.03848	0.00054	0.169762	0.000675	-4.9706	0.0033	42.00	74.70	177.00	161.10
56482.425093	-59.34399	0.00067	6.22777	42.980	-0.03951	0.00054	0.170194	0.000679	-4.9684	0.0033	41.70	74.20	176.40	161.00
56482.428889	-59.34366	0.00065	6.22487	42.975	-0.03980	0.00052	0.168820	0.000630	-4.9752	0.0031	44.10	78.50	184.50	166.80
56482.548826	-59.34509	0.00061	6.22798	42.968	-0.03802	0.00046	0.169366	0.000544	-4.9725	0.0027	49.60	86.40	211.20	195.80
56482.552506	-59.34496	0.00064	6.22553	42.980	-0.03618	0.00051	0.170480	0.000619	-4.9670	0.0030	44.80	78.50	193.00	180.60
56482.556279	-59.34417	0.00063	6.22976	42.963	-0.03706	0.00050	0.169893	0.000605	-4.9699	0.0030	45.60	79.60	197.30	185.40
56499.372851	-59.34344	0.00159	6.22609	43.004	-0.03503	0.00154	0.174123	0.002942	-4.9497	0.0137	14.30	27.70	67.20	58.70
56719.728706	-59.34280	0.00051	6.24889	42.795	-0.03485	0.00034	0.170907	0.000361	-4.9650	0.0017	69.50	113.30	290.60	288.80
56723.712756	-59.34284	0.00090	6.24869	42.832	-0.03980	0.00081	0.174149	0.001272	-4.9496	0.0059	26.00	46.60	121.70	119.40
56723.716437	-59.34231	0.00102	6.24463	42.839	-0.03554	0.00094	0.173391	0.001592	-4.9531	0.0075	22.10	40.30	105.90	104.10
56723.720314	-59.34265	0.00110	6.24912	42.850	-0.03506	0.00103	0.172008	0.001842	-4.9597	0.0088	19.90	36.70	97.30	95.80
56737.589133	-59.34000	0.00075	6.14844	43.473	-0.03954	0.00065	0.172015	0.001026	-4.9597	0.0049	30.20	56.40	143.70	141.10
56737.726095	-59.33768	0.00050	6.15113	43.430	-0.03811	0.00034	0.169049	0.000408	-4.9741	0.0020	62.10	112.70	267.70	250.90
56762.751275	-59.34166	0.00048	6.15501	43.415	-0.03691	0.00030	0.170969	0.000343	-4.9647	0.0017	73.30	123.90	308.50	294.70
56762.756738	-59.34192	0.00049	6.15549	43.406	-0.03757	0.00032	0.171220	0.000370	-4.9635	0.0018	68.80	116.20	292.50	282.30
56764.614572	-59.33846	0.00072	6.15073	43.464	-0.03596	0.00061	0.171915	0.000849	-4.9601	0.0041	35.40	62.90	151.20	140.90
56764.620185	-59.33836	0.00066	6.15311	43.452	-0.03961	0.00054	0.171589	0.000705	-4.9617	0.0034	40.60	71.90	171.40	159.60
56764.755558	-59.34005	0.00059	6.15541	43.429	-0.03864	0.00046	0.172398	0.000599	-4.9578	0.0028	46.30	79.30	207.40	205.20
56766.650056	-59.34095	0.00511	6.15261	43.242	-0.05060	0.00509	0.201810	0.019530	-4.8365	0.0703	3.40	7.30	25.30	24.70
56799.495224	-59.34064	0.00046	6.15621	43.391	-0.03820	0.00028	0.170869	0.000310	-4.9652	0.0015	80.60	139.80	323.40	290.10
56799.500722	-59.34106	0.00047	6.15737	43.396	-0.03651	0.00029	0.170199	0.000326	-4.9684	0.0016	76.80	135.20	308.60	271.30
56799.642016	-59.34181	0.00050	6.15772	43.398	-0.03841	0.00034	0.170314	0.000396	-4.9679	0.0019	65.00	113.20	271.00	250.00
56799.647328	-59.34055	0.00050	6.15727	43.398	-0.03628	0.00034	0.170421	0.000398	-4.9673	0.0019	64.80	112.50	271.80	252.30
56801.494929	-59.34243	0.00048	6.15557	43.404	-0.03663	0.00032	0.171871	0.000360	-4.9603	0.0017	71.00	119.30	295.90	286.20
56801.500681	-59.34282	0.00051	6.15776	43.401	-0.03777	0.00036	0.171594	0.000420	-4.9617	0.0020	62.20	106.20	261.90	252.00
56801.582960	-59.34256	0.00046	6.15587	43.395	-0.03742	0.00029	0.171321	0.000315	-4.9630	0.0015	79.70	136.30	321.70	295.20
56801.588423	-59.34272	0.00045	6.15695	43.388	-0.03653	0.00027	0.171447	0.000293	-4.9624	0.0014	85.00	144.50	342.30	316.10
56802.613060	-59.34320	0.00050	6.15538	43.397	-0.03771	0.00033	0.170470	0.000389	-4.9671	0.0019	66.10	116.20	283.80	270.00
56802.722410	-59.34319	0.00050	6.15803	43.393	-0.03774	0.00033	0.170671	0.000401	-4.9661	0.0019	64.50	112.60	290.50	282.40
56803.501182	-59.34304	0.00062	6.15687	43.419	-0.03886	0.00050	0.171064	0.000673	-4.9642	0.0033	42.40	75.00	189.20	186.80
56803.628796	-59.34168	0.00049	6.15711	43.390	-0.03824	0.00032	0.171044	0.000383	-4.9643	0.0018	67.30	114.80	294.10	293.50
56813.435466	-59.33989	0.00042	6.15638	43.325	-0.03791	0.00019	0.170412	0.000198	-4.9674	0.0010	121.00	209.30	490.10	446.40
56814.459248	-59.33652	0.00045	6.15492	43.375	-0.03809	0.00026	0.174084	0.000291	-4.9499	0.0014	87.00	126.10	371.30	436.70
56815.455542	-59.34164	0.00046	6.15743	43.394	-0.03781	0.00028	0.171594	0.000302	-4.9617	0.0015	82.90	138.50	337.90	327.70
56815.461016	-59.34241	0.00046	6.15749	43.394	-0.03875	0.00029	0.171230	0.000314	-4.9634	0.0015	79.90	135.20	328.50	315.40
56816.452575	-59.34157	0.00047	6.15785	43.383	-0.03781	0.00029	0.170319	0.000328	-4.9678	0.0016	76.40	136.10	314.90	281.30
56816.458131	-59.34072	0.00048	6.15546	43.393	-0.03739	0.00030	0.169935	0.000337	-4.9697	0.0016	74.50	132.80	304.90	271.30
56833.615783	-59.34236	0.00062	6.14985	43.456	-0.03773	0.00050	0.173089	0.000696	-4.9545	0.0033	40.80	73.00	186.50	176.30
56833.619753	-59.34298	0.00066	6.15011	43.462	-0.03931	0.00055	0.171916	0.000797	-4.9601	0.0038	36.60	66.40	171.80	163.30
56833.623271	-59.34268	0.00062	6.15340	43.457	-0.03908	0.00050	0.170818	0.000695	-4.9654	0.0034	40.70	73.30	188.30	178.50
56834.596382	-59.34106	0.00061	6.15377	43.452	-0.03653	0.00048	0.172436	0.000640	-4.9576	0.0030	43.50	76.10	195.50	192.30
56834.600108	-59.34136	0.00060	6.15340	43.448	-0.03908	0.00047	0.171268	0.000622	-4.9632	0.0030	44.50	77.50	200.00	197.20
56836.489675	-59.34178	0.00072	6.15263	43.471	-0.03833	0.00061	0.172382	0.000889	-4.9579	0.0042	33.80	60.10	153.30	153.40
56836.493448	-59.34191	0.00085	6.15004	43.479	-0.03395	0.00077	0.172179	0.001253	-4.9589	0.0060	26.30	47.90	123.00	123.00
57183.460390	-59.33949	0.00046	6.15018	43.438	-0.03719	0.00030	0.170759	0.000336	-4.9657	0.0016	74.10	127.30	303.00	302.10
57183.465876	-59.33987	0.00048	6.15253	43.442	-0.03661	0.00032	0.171354	0.000370	-4.9628	0.0018	68.10	117.70	282.40	283.60
57184.440385	-59.33784	0.00060	6.14852	43.471	-0.03867	0.00048	0.172557	0.000625	-4.9571	0.0030	44.70	74.00	192.30	213.30
57184.445107	-59.33955	0.00060	6.15157	43.462	-0.03756	0.00049	0.173133	0.000642	-4.9543	0.0030	43.80	73.40	189.70	208.30
57185.448411	-59.34056	0.00048	6.15078	43.448	-0.03683	0.00033	0.171380	0.000385	-4.9627	0.0019	65.90	113.90	279.40	282.70
57185.453978	-59.34083	0.00047	6.15228	43.438	-0.03754	0.00032	0.170806	0.000374	-4.9655	0.0018	67.50	118.10	287.00	285.80
57186.444284	-59.34100	0.00049	6.15121	43.441	-0.03779	0.00034	0.171305	0.000401	-4.9631	0.0019	63.50	114.30	263.10	245.50
57186.450985	-59.34089	0.00042	6.15199	43.412	-0.03812	0.00024	0.169920	0.000260	-4.9698	0.0013	92.40	165.40	371.90	341.00
57188.441074	-59.34082	0.00046	6.15111	43.430	-0.03700	0.00029	0.170183	0.000327	-4.9685	0.0016	75.20	136.90	306.50	276.20
57188.446617	-59.34083	0.00045	6.15192	43.427	-0.03882	0.00028	0.169786	0.000321	-4.9704	0.0016	76.40	140.30	306.90	270.40
57189.462568	-59.33844	0.00073	6.15243	43.478	-0.03846	0.00065	0.173631	0.000960	-4.9520	0.0045	32.20	55.60	144.40	158.90
57189.466411	-59.33805	0.00072	6.14735	43.492	-0.03414	0.00064	0.173481	0.000942	-4.9527	0.0044	32.70	56.20	146.10	161.40
57190.457651	-59.34054	0.00057	6.14901	43.443	-0.03820	0.00045	0.170179	0.000580	-4.9685	0.0028	46.60	87.90	197.40	179.30
57190.461413	-59.33949	0.00058	6.14712	43.458	-0.03657	0.00046	0.169285	0.000616	-4.9729	0.0030	44.40	84.90	187.20	167.50
57191.459597	-59.33872	0.00047	6.15053	43.433	-0.03643	0.00031	0.169461	0.000363	-4.9720	0.0018	68.60	126.70	276.90	246.30
57191.464516	-59.33856	0.00046	6.14982	43.430	-0.03746	0.00031	0.169906	0.000355	-4.9699	0.0017	70.00	129.60	280.70	248.60
57192.460003	-59.34022	0.00047	6.15201	43.418	-0.03793	0.00032	0.169414	0.000377	-4.9723	0.0019	66.30	123.70	269.20	239.90
57192.464898	-59.34066	0.00047	6.14998	43.431	-0.03732	0.00032	0.169133	0.000370	-4.9736	0.0018	67.40	124.80	271.70	244.40
57193.462769	-59.33983	0.00045	6.14993	43.428	-0.03752	0.00029	0.170201	0.000325	-4.9684	0.0016	75.80	136.30	307.60	285.60
57193.467676	-59.34028	0.00045	6.15122	43.425	-0.03749	0.00029	0.170097	0.000323	-4.9689	0.0016	76.00	136.90	308.30	285.80
57414.793172	-59.34082	0.00056	6.15028	43.439	-0.03656	0.00043	0.170697	0.000550	-4.9660	0.0027	49.20	89.40	209.40	206.40
57414.796957	-59.33967	0.00055	6.15011	43.436	-0.03777	0.00042	0.171092	0.000529	-4.9641	0.0026	50.80	92.60	214.90	210.40
57414.800719	-59.34020	0.00056	6.15254	43.429	-0.03790	0.00043	0.170586	0.000545	-4.9665	0.0026	49.50	90.40	210.10	206.30
57498.604925	-59.34279	0.00079	6.15349	43.476	-0.03629	0.00070	0.169763	0.001081	-4.9705	0.0053	29.30	54.60	129.30	132.60
57498.608571	-59.34195	0.00074	6.14922	43.463	-0.03713	0.00065	0.169867	0.000958	-4.9700	0.0047	32.00	59.60	139.70	142.00
57498.612413	-59.34211	0.00074	6.15030	43.462	-0.03891	0.00065	0.168710	0.000951	-4.9757	0.0047	32.10	59.60	139.90	142.10
57499.624568	-59.33995	0.00068	6.14915	43.443	-0.03645	0.00057	0.168396	0.000793	-4.9773	0.0039	36.60	70.70	150.10	138.50
57499.627311	-59.34191	0.00117	6.14524	43.465	-0.03465	0.00111	0.171314	0.002110	-4.9630	0.0102	17.90	36.90	80.00	73.60
57499.632369	-59.33949	0.00145	6.15461	43.415	-0.03727	0.00140	0.170897	0.002984	-4.9650	0.0144	13.90	29.50	64.90	59.50
57523.572351	-59.33893	0.00083	6.15138	43.467	-0.03660	0.00076	0.169019	0.001206	-4.9742	0.0060	26.90	53.00	116.40	110.80
57523.576286	-59.33887	0.00083	6.14970	43.474	-0.03737	0.00076	0.167350	0.001204	-4.9825	0.0061	26.90	52.70	116.40	111.10
57523.580094	-59.34136	0.00093	6.14984	43.473	-0.04067	0.00086	0.169297	0.001475	-4.9728	0.0073	23.20	46.20	104.00	100.50
57523.658357	-59.34005	0.00092	6.15019	43.472	-0.03744	0.00086	0.166984	0.001490	-4.9844	0.0075	23.00	45.60	105.50	103.50
57523.662084	-59.34066	0.00108	6.14675	43.483	-0.03907	0.00102	0.168930	0.001961	-4.9747	0.0097	19.00	38.30	89.70	88.00
57523.666077	-59.34265	0.00115	6.15077	43.492	-0.03888	0.00110	0.167694	0.002185	-4.9808	0.0110	17.50	35.70	84.30	83.20
57672.308509	-59.33831	0.00058	6.15471	43.440	-0.03706	0.00047	0.170768	0.000589	-4.9657	0.0029	47.40	86.00	195.10	194.80
57672.312258	-59.33903	0.00058	6.15833	43.429	-0.03828	0.00046	0.170355	0.000577	-4.9677	0.0028	48.20	87.30	199.20	199.20
57672.316078	-59.33882	0.00055	6.15668	43.433	-0.03696	0.00042	0.171005	0.000520	-4.9645	0.0025	52.40	94.40	215.60	215.20
57673.306136	-59.33851	0.00063	6.15850	43.423	-0.03546	0.00052	0.172221	0.000698	-4.9587	0.0033	41.70	76.00	176.60	179.20
57673.309828	-59.33964	0.00065	6.15379	43.451	-0.03684	0.00054	0.170625	0.000742	-4.9663	0.0036	39.70	72.80	169.60	171.20
57673.313682	-59.33995	0.00062	6.15326	43.449	-0.03896	0.00050	0.170616	0.000669	-4.9664	0.0032	43.00	78.50	182.30	183.70
57763.797783	-59.34042	0.00063	6.15234	43.470	-0.03669	0.00052	0.169221	0.000681	-4.9732	0.0034	41.30	76.20	178.20	178.90
57763.801441	-59.33996	0.00065	6.15039	43.460	-0.03655	0.00054	0.169962	0.000726	-4.9696	0.0036	39.30	73.20	170.20	170.00
57763.805306	-59.34046	0.00070	6.15060	43.450	-0.03859	0.00060	0.168157	0.000843	-4.9785	0.0042	35.00	67.00	151.80	148.40
57767.760176	-59.34449	0.00108	6.15429	43.472	-0.03689	0.00102	0.166352	0.001912	-4.9876	0.0097	19.20	40.00	89.30	85.30
57767.764100	-59.34188	0.00096	6.14875	43.490	-0.03933	0.00089	0.169743	0.001554	-4.9706	0.0076	22.30	46.00	100.40	94.90
57767.767885	-59.34236	0.00103	6.14938	43.484	-0.04076	0.00097	0.168194	0.001747	-4.9783	0.0087	20.50	42.40	93.20	88.60
57767.793141	-59.34597	0.00126	6.15078	43.482	-0.03928	0.00120	0.168068	0.002456	-4.9789	0.0123	15.90	33.50	78.00	77.40
57767.796856	-59.34317	0.00119	6.14623	43.474	-0.04131	0.00114	0.171046	0.002236	-4.9643	0.0108	17.20	35.80	81.90	80.40
57767.800479	-59.34545	0.00118	6.14554	43.490	-0.04219	0.00112	0.166335	0.002169	-4.9877	0.0111	17.50	36.50	82.00	79.50
57768.741104	-59.34392	0.00129	6.14847	43.482	-0.03889	0.00125	0.169112	0.002562	-4.9738	0.0127	15.70	31.20	78.20	82.90
57768.745237	-59.34536	0.00165	6.15077	43.455	-0.03438	0.00162	0.166434	0.003694	-4.9872	0.0188	11.80	24.40	62.50	66.10
57768.749056	-59.34508	0.00214	6.14664	43.444	-0.03779	0.00211	0.160730	0.005590	-5.0172	0.0305	8.60	18.70	49.90	52.80
57768.793028	-59.34264	0.00154	6.14909	43.473	-0.03847	0.00150	0.165469	0.003199	-4.9921	0.0165	13.20	26.60	66.30	69.90
57768.797068	-59.34080	0.00146	6.15060	43.477	-0.03755	0.00142	0.167997	0.002935	-4.9793	0.0147	14.20	28.10	69.40	72.70
57768.800783	-59.34224	0.00074	6.15227	43.479	-0.03911	0.00065	0.170343	0.000916	-4.9677	0.0045	33.10	60.40	143.00	149.90
57769.760716	-59.34178	0.00086	6.14900	43.503	-0.03911	0.00079	0.168824	0.001244	-4.9752	0.0062	26.70	46.90	120.20	141.10
57769.764350	-59.34135	0.00086	6.15239	43.485	-0.03458	0.00079	0.169600	0.001237	-4.9713	0.0061	26.80	46.50	119.80	143.10
57769.768181	-59.34297	0.00082	6.15596	43.473	-0.03760	0.00074	0.172887	0.001129	-4.9555	0.0053	28.70	49.80	127.40	150.90
57769.799757	-59.34121	0.00092	6.15395	43.497	-0.03891	0.00085	0.169890	0.001381	-4.9699	0.0068	24.70	43.70	110.40	129.60
57769.803542	-59.34232	0.00089	6.15401	43.485	-0.03960	0.00082	0.172707	0.001294	-4.9564	0.0061	26.00	45.20	114.70	136.20
57769.807269	-59.34190	0.00090	6.15084	43.459	-0.03615	0.00083	0.171924	0.001325	-4.9601	0.0063	25.50	44.60	113.20	133.80
57770.762827	-59.34157	0.00063	6.15151	43.451	-0.03831	0.00052	0.168514	0.000688	-4.9767	0.0034	40.90	78.00	175.00	168.60
57770.766611	-59.34148	0.00063	6.15072	43.459	-0.03979	0.00052	0.168750	0.000699	-4.9755	0.0035	40.40	77.30	172.10	164.80
57770.770396	-59.33980	0.00062	6.15135	43.456	-0.03575	0.00051	0.169323	0.000662	-4.9727	0.0033	42.30	80.60	177.70	168.90
57770.789622	-59.33979	0.00058	6.15136	43.456	-0.03611	0.00046	0.168289	0.000578	-4.9778	0.0029	46.90	87.90	195.10	188.00
57770.793430	-59.33986	0.00060	6.15058	43.460	-0.03810	0.00049	0.169402	0.000624	-4.9723	0.0031	44.30	83.00	186.50	181.30
57770.797157	-59.33906	0.00059	6.14818	43.468	-0.03688	0.00047	0.168748	0.000599	-4.9756	0.0030	45.60	86.00	190.30	182.50
57771.797022	-59.34143	0.00058	6.15481	43.450	-0.03921	0.00046	0.170521	0.000578	-4.9668	0.0028	47.40	85.50	199.40	204.50
57771.800796	-59.34034	0.00056	6.15243	43.452	-0.03895	0.00044	0.170269	0.000535	-4.9681	0.0026	50.40	90.70	209.80	213.60
57771.804592	-59.34050	0.00057	6.14877	43.452	-0.03789	0.00045	0.169665	0.000558	-4.9710	0.0027	48.60	88.50	202.80	204.10
57772.800233	-59.34233	0.00056	6.15165	43.459	-0.03821	0.00043	0.171351	0.000514	-4.9628	0.0025	52.20	91.40	212.90	221.20
57772.804099	-59.34243	0.00054	6.15443	43.449	-0.04030	0.00041	0.170260	0.000468	-4.9681	0.0023	56.20	98.50	227.10	234.10
57772.807838	-59.34225	0.00055	6.15118	43.450	-0.03980	0.00042	0.170058	0.000489	-4.9691	0.0024	54.30	96.00	219.40	223.60
57806.669251	-59.34009	0.00072	6.15222	43.471	-0.03689	0.00062	0.169653	0.000883	-4.9711	0.0043	34.20	64.30	149.50	149.70
57806.672920	-59.33945	0.00064	6.15312	43.462	-0.03656	0.00053	0.170142	0.000677	-4.9687	0.0033	42.00	75.30	176.90	183.30
57806.676786	-59.33992	0.00068	6.15330	43.463	-0.04121	0.00057	0.170098	0.000768	-4.9689	0.0037	38.20	69.40	162.60	167.30
57806.773238	-59.34035	0.00068	6.15025	43.464	-0.03824	0.00057	0.169507	0.000758	-4.9718	0.0037	38.40	72.70	156.60	148.40
57806.776444	-59.34009	0.00072	6.14842	43.480	-0.03562	0.00062	0.171672	0.000857	-4.9613	0.0041	35.00	66.70	145.40	139.60
57806.779650	-59.34042	0.00070	6.15010	43.457	-0.03648	0.00060	0.169647	0.000813	-4.9711	0.0040	36.30	68.80	149.70	143.80
57807.692358	-59.33952	0.00061	6.15114	43.470	-0.03750	0.00049	0.170032	0.000615	-4.9692	0.0030	45.30	81.50	189.40	192.40
57807.696131	-59.33994	0.00059	6.15153	43.472	-0.03755	0.00047	0.170396	0.000577	-4.9675	0.0028	47.60	85.70	196.70	197.30
57807.777270	-59.33868	0.00054	6.14991	43.438	-0.03687	0.00039	0.168389	0.000462	-4.9773	0.0023	56.50	108.70	213.40	190.70
57809.647513	-59.34236	0.00070	6.15498	43.445	-0.03852	0.00059	0.170413	0.000818	-4.9674	0.0040	36.40	66.00	158.20	167.40
57809.748838	-59.34049	0.00077	6.15208	43.456	-0.03885	0.00068	0.170472	0.000998	-4.9671	0.0049	31.30	58.50	136.20	140.70
57810.784167	-59.34165	0.00077	6.14990	43.484	-0.03685	0.00068	0.170222	0.000996	-4.9683	0.0049	31.30	59.80	133.30	132.30
57811.733241	-59.33776	0.00234	6.15540	43.403	-0.03130	0.00231	0.170989	0.006389	-4.9646	0.0309	7.80	17.40	44.10	51.00
57816.717958	-59.34027	0.00070	6.15154	43.461	-0.03862	0.00060	0.170612	0.000821	-4.9664	0.0040	36.20	66.90	154.00	158.30
57817.771306	-59.34321	0.00065	6.15217	43.452	-0.03760	0.00053	0.169728	0.000707	-4.9707	0.0035	40.50	75.60	171.50	173.20
57832.654205	-59.33739	0.00059	6.15215	43.439	-0.03934	0.00046	0.171831	0.000597	-4.9605	0.0029	46.60	83.70	199.60	216.10
57833.645620	-59.33766	0.00051	6.15140	43.433	-0.03929	0.00034	0.171756	0.000391	-4.9609	0.0019	66.10	117.40	270.60	282.10
57833.756989	-59.33762	0.00047	6.15254	43.420	-0.03806	0.00029	0.170778	0.000317	-4.9656	0.0015	78.90	142.70	312.20	307.40
57834.581904	-59.33939	0.00051	6.15408	43.423	-0.03783	0.00036	0.169377	0.000425	-4.9724	0.0021	61.00	114.00	253.70	250.40
57834.727303	-59.33802	0.00054	6.15031	43.438	-0.03832	0.00040	0.171109	0.000470	-4.9640	0.0023	56.50	102.50	230.20	230.50
57835.633795	-59.33787	0.00049	6.15309	43.420	-0.03792	0.00031	0.170639	0.000353	-4.9663	0.0017	71.70	134.80	279.50	260.10
57835.746194	-59.33830	0.00050	6.15294	43.415	-0.03818	0.00032	0.170082	0.000357	-4.9690	0.0017	70.90	131.60	278.20	265.70
