jdb	vrad	svrad	fwhm	contrast	bis_span	noise	s_mw	sig_s	rhk	sig_rhk	sn_CaII	sn10	sn50	sn60
57579.445867	-0.32738	0.00062	7.03143	53.422	-0.02746	0.00051	0.147302	0.000798	-5.0917	0.0057	34.80	62.30	147.30	148.50
57580.388924	-0.32691	0.00071	7.03284	53.431	-0.02770	0.00063	0.149605	0.001091	-5.0755	0.0075	27.80	51.10	121.30	122.80
57580.392130	-0.32844	0.00076	7.03669	53.420	-0.02719	0.00068	0.146996	0.001216	-5.0939	0.0088	25.70	47.50	112.60	113.80
57580.396157	-0.32756	0.00081	7.03186	53.439	-0.02796	0.00074	0.151616	0.001414	-5.0618	0.0095	23.20	43.10	103.80	106.20
57580.441143	-0.32671	0.00082	7.03214	53.437	-0.02532	0.00074	0.148476	0.001433	-5.0834	0.0101	22.90	42.70	103.70	106.60
57580.444824	-0.32525	0.00104	7.03557	53.463	-0.03031	0.00098	0.146574	0.002195	-5.0970	0.0159	16.90	32.50	80.50	83.10
57580.448874	-0.32835	0.00096	7.02884	53.471	-0.02659	0.00089	0.151468	0.001922	-5.0628	0.0129	18.70	35.60	87.40	90.30
57790.680599	-0.33006	0.00050	7.03132	53.408	-0.02769	0.00035	0.152148	0.000460	-5.0583	0.0031	52.30	94.10	220.60	230.90
57790.684280	-0.32844	0.00050	7.03111	53.410	-0.02703	0.00034	0.152653	0.000445	-5.0549	0.0029	53.70	96.40	226.40	237.00
57790.688088	-0.32869	0.00051	7.03128	53.411	-0.02722	0.00036	0.152647	0.000470	-5.0550	0.0031	51.30	92.70	217.60	227.10
57790.784227	-0.32919	0.00048	7.03084	53.405	-0.02779	0.00032	0.151801	0.000416	-5.0606	0.0028	56.50	103.30	235.60	238.90
57790.788012	-0.32853	0.00049	7.03148	53.407	-0.02805	0.00033	0.151243	0.000424	-5.0643	0.0029	55.60	101.30	233.30	238.50
57790.791728	-0.32849	0.00049	7.03025	53.409	-0.02590	0.00033	0.151473	0.000423	-5.0628	0.0028	55.60	101.70	233.90	238.00
57802.705262	-0.32591	0.00052	7.03261	53.405	-0.02646	0.00036	0.150558	0.000478	-5.0690	0.0033	50.30	94.00	205.90	202.70
57802.709047	-0.32613	0.00051	7.03263	53.403	-0.02826	0.00036	0.151420	0.000469	-5.0631	0.0032	51.20	95.30	209.60	207.00
57802.712728	-0.32588	0.00050	7.03327	53.399	-0.02892	0.00034	0.150702	0.000428	-5.0680	0.0029	55.00	101.80	222.70	219.10
57803.656785	-0.32907	0.00055	7.03234	53.405	-0.02555	0.00041	0.150147	0.000579	-5.0718	0.0040	43.00	84.30	177.70	166.30
57803.660466	-0.32829	0.00054	7.02942	53.409	-0.02954	0.00040	0.148984	0.000548	-5.0798	0.0038	44.80	87.80	183.50	170.10
57804.772481	-0.32859	0.00049	7.03172	53.402	-0.02929	0.00032	0.150686	0.000401	-5.0681	0.0027	57.90	108.00	234.40	227.70
57804.777388	-0.32776	0.00046	7.03324	53.392	-0.02973	0.00028	0.150886	0.000346	-5.0667	0.0023	65.50	122.30	260.20	247.00
57806.713730	-0.32729	0.00053	7.03403	53.401	-0.02682	0.00039	0.150821	0.000521	-5.0672	0.0035	47.00	88.80	193.90	188.30
57806.717469	-0.32711	0.00052	7.03267	53.404	-0.02776	0.00037	0.151000	0.000492	-5.0660	0.0033	49.20	92.50	200.60	194.00
57806.721045	-0.32683	0.00050	7.03288	53.401	-0.02964	0.00034	0.150449	0.000440	-5.0697	0.0030	53.60	100.50	215.20	206.30
57808.710893	-0.32685	0.00050	7.03464	53.390	-0.02911	0.00034	0.151415	0.000433	-5.0632	0.0029	54.70	98.70	223.50	229.40
57808.769865	-0.32868	0.00117	7.03195	53.454	-0.02533	0.00111	0.152414	0.002673	-5.0565	0.0177	14.30	29.90	73.50	78.30
57809.643221	-0.32749	0.00053	7.03296	53.408	-0.02932	0.00039	0.152283	0.000520	-5.0574	0.0034	47.50	84.30	200.40	217.00
57809.744058	-0.32950	0.00061	7.03192	53.414	-0.02779	0.00049	0.151166	0.000738	-5.0648	0.0050	36.20	68.70	155.40	157.90
57810.656638	-0.32838	0.00057	7.03230	53.412	-0.02721	0.00044	0.152155	0.000644	-5.0582	0.0043	40.30	74.20	175.90	189.60
57810.752418	-0.32824	0.00061	7.03393	53.409	-0.02939	0.00049	0.152528	0.000742	-5.0557	0.0049	36.10	68.80	155.20	156.40
57814.647545	-0.32667	0.00058	7.03110	53.409	-0.02489	0.00045	0.151553	0.000650	-5.0622	0.0044	39.80	75.10	169.40	170.40
57814.779030	-0.32452	0.00054	7.03340	53.405	-0.02772	0.00040	0.151796	0.000557	-5.0606	0.0037	45.00	81.90	192.30	200.30
57816.569691	-0.32974	0.00065	7.03472	53.421	-0.02728	0.00053	0.152632	0.000846	-5.0551	0.0056	32.90	61.80	145.00	152.40
57816.712948	-0.32926	0.00061	7.03460	53.401	-0.02786	0.00049	0.152116	0.000734	-5.0585	0.0049	36.50	68.70	156.40	160.60
57817.679113	-0.32789	0.00047	7.03342	53.372	-0.02709	0.00028	0.151589	0.000360	-5.0620	0.0024	63.70	118.20	265.00	268.70
57825.602883	-0.32935	0.00064	7.03534	53.397	-0.02590	0.00052	0.152994	0.000831	-5.0527	0.0055	33.50	62.20	148.50	159.90
57825.608323	-0.32817	0.00068	7.03399	53.406	-0.02628	0.00057	0.153620	0.000939	-5.0486	0.0061	30.60	57.50	136.90	147.00
57832.574678	-0.32427	0.00056	7.03524	53.397	-0.02935	0.00042	0.150529	0.000616	-5.0692	0.0042	41.80	78.60	180.50	185.10
57832.694969	-0.32279	0.00059	7.02970	53.418	-0.02503	0.00046	0.152860	0.000705	-5.0536	0.0046	38.00	69.60	165.30	180.00
57833.528455	-0.32572	0.00045	7.03302	53.370	-0.02728	0.00025	0.151586	0.000315	-5.0620	0.0021	71.50	133.80	300.10	294.70
57833.715391	-0.32429	0.00044	7.03426	53.365	-0.02828	0.00023	0.152476	0.000272	-5.0561	0.0018	81.90	146.30	329.80	337.10
57834.551457	-0.32651	0.00045	7.03313	53.374	-0.02820	0.00027	0.151657	0.000340	-5.0615	0.0023	67.40	123.30	284.60	294.50
57834.715880	-0.32509	0.00046	7.03314	53.377	-0.02774	0.00028	0.152175	0.000339	-5.0581	0.0022	67.90	121.80	275.60	279.60
57835.622641	-0.32463	0.00045	7.03333	53.369	-0.02797	0.00024	0.151048	0.000289	-5.0656	0.0020	76.90	144.60	299.40	281.60
57835.734737	-0.32639	0.00045	7.03390	53.357	-0.02885	0.00024	0.150825	0.000290	-5.0671	0.0020	77.00	142.50	308.50	299.30
57853.517321	-0.32776	0.00047	7.03321	53.369	-0.02809	0.00028	0.152266	0.000360	-5.0575	0.0024	64.90	118.60	265.10	263.70
57853.642946	-0.32761	0.00056	7.03334	53.394	-0.02797	0.00041	0.150745	0.000589	-5.0677	0.0040	43.90	81.20	183.70	186.00
57855.524219	-0.32806	0.00058	7.03169	53.403	-0.02634	0.00044	0.149018	0.000649	-5.0796	0.0045	39.40	73.60	170.00	173.00
57855.728731	-0.32507	0.00044	7.03291	53.370	-0.02669	0.00023	0.148777	0.000277	-5.0813	0.0019	78.20	140.10	319.40	316.90
57856.497243	-0.32746	0.00045	7.03279	53.366	-0.02655	0.00024	0.148787	0.000288	-5.0812	0.0020	75.40	140.40	304.50	287.20
57856.696848	-0.32506	0.00045	7.03204	53.371	-0.02726	0.00024	0.148399	0.000287	-5.0839	0.0020	75.70	138.20	296.80	274.20
57856.702404	-0.32542	0.00046	7.03143	53.373	-0.02687	0.00024	0.148985	0.000282	-5.0798	0.0020	77.00	139.40	303.90	284.90
57857.502142	-0.32841	0.00051	7.03138	53.398	-0.02617	0.00034	0.149934	0.000427	-5.0732	0.0029	54.90	95.30	222.50	231.70
57857.705404	-0.32671	0.00047	7.03303	53.382	-0.02769	0.00028	0.150817	0.000332	-5.0672	0.0023	67.90	112.90	275.30	299.20
57857.710913	-0.32654	0.00047	7.03295	53.383	-0.02766	0.00028	0.150589	0.000337	-5.0687	0.0023	67.10	110.50	271.80	298.90
57858.465466	-0.32906	0.00064	7.03371	53.419	-0.02649	0.00052	0.150687	0.000775	-5.0681	0.0053	34.90	60.80	148.60	160.50
57858.659550	-0.32629	0.00056	7.03280	53.405	-0.02559	0.00041	0.149430	0.000552	-5.0767	0.0038	44.90	77.80	184.70	195.20
57861.579526	-0.32740	0.00052	7.03216	53.393	-0.02746	0.00036	0.149419	0.000483	-5.0768	0.0033	49.60	89.10	205.90	210.80
57861.585117	-0.32850	0.00054	7.03204	53.413	-0.02700	0.00038	0.149691	0.000519	-5.0749	0.0036	47.00	84.40	196.20	202.00
57861.671342	-0.32774	0.00050	7.03132	53.392	-0.02609	0.00032	0.149674	0.000413	-5.0750	0.0028	56.50	98.60	231.40	241.70
57861.676771	-0.32664	0.00049	7.03130	53.394	-0.02664	0.00031	0.149543	0.000394	-5.0759	0.0027	58.60	101.60	239.70	251.40
57863.506709	-0.32652	0.00059	7.03178	53.415	-0.02726	0.00044	0.150584	0.000601	-5.0688	0.0041	42.30	72.50	172.90	189.80
57864.461602	-0.32639	0.00050	7.03061	53.388	-0.02787	0.00032	0.150559	0.000396	-5.0689	0.0027	58.50	100.40	234.10	246.00
57864.607884	-0.32555	0.00048	7.03221	53.384	-0.02579	0.00029	0.151150	0.000350	-5.0649	0.0024	65.10	110.10	254.80	269.20
57865.591282	-0.32324	0.00049	7.03093	53.391	-0.02673	0.00031	0.150224	0.000376	-5.0712	0.0026	61.30	102.90	242.70	258.80
57865.660887	-0.32422	0.00056	7.03118	53.401	-0.02600	0.00041	0.150521	0.000559	-5.0692	0.0038	44.70	76.90	183.50	196.60
57878.506649	-0.32630	0.00074	7.03075	53.436	-0.02900	0.00063	0.149262	0.001053	-5.0779	0.0073	27.90	50.20	120.80	130.50
57878.510341	-0.32547	0.00070	7.02851	53.434	-0.02382	0.00059	0.152153	0.000943	-5.0582	0.0063	30.50	53.80	129.90	141.80
57878.514079	-0.32673	0.00071	7.02951	53.415	-0.02635	0.00060	0.148215	0.000968	-5.0852	0.0068	29.60	52.70	127.20	138.10
57878.587885	-0.32345	0.00059	7.02644	53.421	-0.02594	0.00045	0.150560	0.000618	-5.0689	0.0042	41.60	68.30	170.20	196.30
57878.591739	-0.32373	0.00064	7.03183	53.421	-0.02641	0.00050	0.151341	0.000736	-5.0637	0.0049	36.50	61.10	151.80	174.30
57878.595512	-0.32344	0.00060	7.03272	53.404	-0.02637	0.00045	0.152268	0.000624	-5.0575	0.0041	41.50	67.20	168.50	197.10
57879.411274	-0.32518	0.00052	7.03238	53.386	-0.02452	0.00036	0.149939	0.000482	-5.0732	0.0033	49.70	90.40	207.60	203.70
57879.414885	-0.32428	0.00053	7.03038	53.383	-0.02630	0.00038	0.149811	0.000514	-5.0741	0.0035	47.20	87.40	195.50	187.50
57879.418786	-0.32426	0.00053	7.03207	53.385	-0.02543	0.00037	0.148902	0.000506	-5.0804	0.0035	47.60	88.70	196.40	186.90
57879.568017	-0.32706	0.00063	7.03409	53.401	-0.02560	0.00050	0.149091	0.000764	-5.0791	0.0053	35.30	61.90	151.80	165.20
57879.571779	-0.32815	0.00057	7.02994	53.408	-0.02633	0.00043	0.149813	0.000603	-5.0741	0.0042	41.90	74.30	177.40	185.70
57879.575552	-0.32740	0.00053	7.03209	53.399	-0.02636	0.00036	0.149570	0.000478	-5.0757	0.0033	50.20	88.30	205.50	209.50
57880.441497	-0.32690	0.00048	7.03427	53.367	-0.02573	0.00028	0.149254	0.000335	-5.0779	0.0023	66.90	119.50	261.80	250.20
57880.445305	-0.32642	0.00048	7.03172	53.375	-0.02487	0.00029	0.149649	0.000351	-5.0752	0.0024	64.30	115.40	252.00	240.50
57880.449008	-0.32738	0.00049	7.03261	53.373	-0.02457	0.00030	0.148901	0.000371	-5.0804	0.0026	61.30	110.70	241.60	230.50
57880.579421	-0.32718	0.00049	7.03276	53.373	-0.02537	0.00031	0.149464	0.000385	-5.0765	0.0027	59.50	107.30	234.20	223.50
57880.583183	-0.32758	0.00050	7.03067	53.381	-0.02512	0.00032	0.149734	0.000395	-5.0746	0.0027	58.30	105.20	230.70	221.50
57880.587025	-0.32784	0.00049	7.03086	53.382	-0.02539	0.00031	0.149421	0.000382	-5.0768	0.0026	59.90	108.20	235.50	224.20
57881.415297	-0.32755	0.00047	7.03234	53.377	-0.02566	0.00027	0.148675	0.000323	-5.0820	0.0023	68.60	125.40	267.10	243.40
57881.419036	-0.32700	0.00047	7.03225	53.372	-0.02655	0.00028	0.148712	0.000335	-5.0817	0.0023	66.60	121.70	258.80	236.20
57881.422797	-0.32615	0.00048	7.03305	53.363	-0.02584	0.00030	0.147876	0.000365	-5.0876	0.0026	61.80	113.50	242.50	224.00
57881.564124	-0.32636	0.00053	7.03070	53.388	-0.02586	0.00037	0.149343	0.000487	-5.0773	0.0034	49.30	90.10	198.00	190.70
57881.567954	-0.32587	0.00054	7.02969	53.403	-0.02548	0.00039	0.148421	0.000522	-5.0838	0.0037	46.60	85.00	189.30	184.80
57881.571704	-0.32563	0.00053	7.03094	53.391	-0.02471	0.00037	0.149278	0.000487	-5.0778	0.0034	49.20	89.70	198.70	192.90
57888.477330	-0.32583	0.00063	7.03270	53.416	-0.02740	0.00050	0.150243	0.000754	-5.0711	0.0052	35.60	63.50	151.60	158.10
57888.482886	-0.32744	0.00080	7.03032	53.428	-0.02659	0.00069	0.148931	0.001234	-5.0802	0.0086	24.90	45.90	110.70	115.30
57890.480980	-0.32472	0.00063	7.03318	53.408	-0.02716	0.00050	0.148212	0.000750	-5.0852	0.0053	35.60	63.80	149.10	151.90
57890.486489	-0.32356	0.00060	7.03146	53.403	-0.02753	0.00047	0.149436	0.000691	-5.0767	0.0048	37.90	67.80	159.60	163.60
57890.610014	-0.32558	0.00059	7.03371	53.406	-0.02713	0.00045	0.150788	0.000649	-5.0674	0.0044	39.70	72.40	165.20	161.60
57890.614944	-0.32525	0.00053	7.03469	53.398	-0.02647	0.00037	0.148889	0.000501	-5.0805	0.0035	48.30	87.30	196.80	190.90
57905.481363	-0.32678	0.00048	7.03371	53.374	-0.02724	0.00030	0.149197	0.000369	-5.0783	0.0026	62.30	107.20	248.30	253.90
57905.486628	-0.32618	0.00048	7.03421	53.370	-0.02671	0.00030	0.149882	0.000363	-5.0736	0.0025	63.30	108.80	250.80	255.90
57905.599366	-0.32661	0.00049	7.03157	53.382	-0.02643	0.00032	0.149515	0.000403	-5.0761	0.0028	58.20	101.20	236.00	239.20
57905.604887	-0.32628	0.00049	7.03426	53.374	-0.02701	0.00031	0.150484	0.000394	-5.0695	0.0027	59.30	103.50	241.30	243.50
57913.434865	-0.32489	0.00053	7.03551	53.378	-0.02673	0.00037	0.148338	0.000492	-5.0843	0.0035	49.50	87.50	199.50	199.90
57913.438476	-0.32519	0.00052	7.03245	53.394	-0.02757	0.00037	0.148194	0.000481	-5.0854	0.0034	50.40	89.00	201.70	200.50
57913.442249	-0.32545	0.00049	7.03245	53.366	-0.02756	0.00031	0.148471	0.000384	-5.0834	0.0027	60.10	110.50	226.50	202.20
57913.485151	-0.32599	0.00049	7.03280	53.374	-0.02887	0.00032	0.149068	0.000414	-5.0792	0.0029	56.70	102.40	224.60	212.10
57913.488878	-0.32571	0.00049	7.03435	53.369	-0.02742	0.00032	0.148735	0.000400	-5.0815	0.0028	58.30	105.40	229.60	214.50
57913.492663	-0.32547	0.00049	7.03383	53.376	-0.02736	0.00032	0.148857	0.000406	-5.0807	0.0028	57.50	104.10	226.30	212.30
57928.425700	-0.32059	0.00073	7.03017	53.416	-0.02687	0.00063	0.151605	0.001004	-5.0619	0.0067	29.90	46.50	122.80	153.00
57928.429577	-0.31963	0.00072	7.03361	53.414	-0.02754	0.00062	0.152458	0.000972	-5.0562	0.0064	30.60	47.10	125.70	158.10
57928.433223	-0.31992	0.00071	7.03419	53.426	-0.02812	0.00061	0.153132	0.000962	-5.0518	0.0063	30.90	47.30	127.30	160.40
57928.537441	-0.31931	0.00190	7.04156	53.287	-0.02701	0.00186	0.149473	0.005202	-5.0764	0.0360	9.10	16.00	47.00	59.00
57928.542429	-0.32749	0.00291	7.02999	53.286	-0.03125	0.00288	0.166113	0.009705	-4.9742	0.0531	5.50	10.60	33.40	41.30
57928.545369	-0.32089	0.00145	7.03002	53.420	-0.02559	0.00140	0.152127	0.003457	-5.0584	0.0230	12.30	21.40	59.10	73.10
