jdb	vrad	svrad	fwhm	contrast	bis_span	noise	s_mw	sig_s	rhk	sig_rhk	sn_CaII	sn10	sn50	sn60
56087.707762	26.83111	0.00050	5.89728	38.842	-0.00236	0.00024	0.187115	0.000921	-4.9178	0.0035	37.90	82.90	345.10	330.00
56087.710215	26.83204	0.00049	5.91286	38.663	-0.00346	0.00023	0.185053	0.001074	-4.9257	0.0041	33.30	79.80	375.70	358.60
56087.712646	26.83129	0.00050	5.90324	38.772	-0.00230	0.00024	0.184184	0.000961	-4.9291	0.0037	36.30	82.90	355.70	341.90
56087.715076	26.82999	0.00050	5.89658	38.808	-0.00288	0.00026	0.187207	0.000916	-4.9175	0.0035	38.00	83.30	330.80	325.80
56100.658606	26.83093	0.00060	5.87410	38.912	-0.00369	0.00032	0.196149	0.000454	-4.8849	0.0016	69.90	104.60	238.10	267.60
56100.659694	26.83083	0.00059	5.87455	38.911	-0.00177	0.00031	0.196139	0.000440	-4.8850	0.0015	71.70	108.00	243.00	272.20
56100.660794	26.83095	0.00059	5.87460	38.904	-0.00185	0.00031	0.195810	0.000442	-4.8861	0.0016	71.50	107.20	242.20	272.10
56100.661836	26.83201	0.00059	5.87455	38.910	-0.00285	0.00030	0.195378	0.000430	-4.8876	0.0015	73.00	110.70	245.70	273.10
56100.662935	26.83104	0.00059	5.87302	38.906	-0.00236	0.00030	0.196408	0.000434	-4.8840	0.0015	72.70	109.60	245.40	272.30
56101.716329	26.82795	0.00052	5.87428	38.904	-0.00095	0.00033	0.193239	0.000518	-4.8953	0.0019	62.00	100.00	223.90	238.50
56102.572267	26.82972	0.00045	5.87236	38.868	-0.00141	0.00022	0.195680	0.000302	-4.8866	0.0011	100.10	153.50	342.40	372.30
56102.574026	26.82919	0.00046	5.87524	38.870	-0.00109	0.00023	0.194686	0.000323	-4.8901	0.0011	93.90	144.60	324.80	353.00
56102.575762	26.82936	0.00046	5.87274	38.867	-0.00133	0.00022	0.194468	0.000312	-4.8909	0.0011	96.70	149.30	332.30	358.80
56102.577510	26.82887	0.00046	5.87322	38.870	-0.00049	0.00022	0.195185	0.000308	-4.8883	0.0011	98.20	150.80	337.30	366.70
56102.579234	26.82896	0.00046	5.87474	38.876	-0.00272	0.00023	0.194661	0.000330	-4.8902	0.0012	92.00	141.80	319.20	348.10
56103.570521	26.82709	0.00078	5.86978	38.965	-0.00286	0.00067	0.189772	0.001358	-4.9079	0.0050	29.40	49.10	111.50	121.60
56103.572257	26.82556	0.00082	5.87042	38.978	-0.00597	0.00072	0.190145	0.001523	-4.9065	0.0056	27.20	45.20	104.50	115.40
56103.574005	26.82546	0.00075	5.87306	38.962	-0.00281	0.00064	0.190829	0.001272	-4.9040	0.0047	30.90	51.30	116.90	127.40
56103.575741	26.82658	0.00088	5.87817	38.941	-0.00436	0.00079	0.189386	0.001734	-4.9093	0.0064	24.70	41.60	96.50	106.60
56103.577477	26.82691	0.00072	5.87287	38.948	-0.00387	0.00061	0.190421	0.001162	-4.9055	0.0043	32.90	54.50	123.10	133.30
56114.606710	26.83225	0.00045	5.87802	38.814	-0.00133	0.00022	0.199149	0.000297	-4.8745	0.0010	103.50	145.60	360.60	441.60
56114.608804	26.83125	0.00046	5.87916	38.826	-0.00176	0.00023	0.197896	0.000318	-4.8788	0.0011	97.20	138.70	341.40	416.40
56114.697012	26.83421	0.00052	5.88053	38.877	-0.00119	0.00033	0.198047	0.000530	-4.8783	0.0018	62.40	88.80	229.00	303.80
56114.699153	26.83325	0.00049	5.87835	38.870	-0.00228	0.00030	0.197950	0.000454	-4.8787	0.0016	71.10	100.60	259.90	340.70
56114.701283	26.83345	0.00051	5.87828	38.871	-0.00231	0.00032	0.197789	0.000503	-4.8792	0.0017	65.00	93.40	240.10	312.40
56114.712267	26.83242	0.00050	5.88004	38.871	-0.00252	0.00031	0.197955	0.000481	-4.8786	0.0017	67.70	94.70	250.00	336.80
56114.714362	26.83316	0.00049	5.88002	38.854	-0.00075	0.00028	0.199089	0.000430	-4.8747	0.0015	74.70	102.90	274.50	371.20
56114.716445	26.83423	0.00048	5.87964	38.854	-0.00160	0.00027	0.198540	0.000415	-4.8766	0.0014	76.90	105.20	283.90	385.70
56115.727675	26.83037	0.00052	5.91738	37.734	-0.00601	0.00035	0.187162	0.001026	-4.9177	0.0039	35.70	72.30	262.80	339.40
56115.729782	26.83082	0.00055	5.91768	37.682	-0.00558	0.00038	0.187560	0.001159	-4.9162	0.0044	32.70	66.10	240.50	317.50
56116.727540	26.83260	0.00048	5.88157	38.848	-0.00023	0.00028	0.198264	0.000416	-4.8776	0.0014	76.80	107.40	278.90	366.30
56116.729635	26.83292	0.00047	5.88013	38.841	-0.00087	0.00027	0.198384	0.000402	-4.8772	0.0014	79.30	110.80	288.20	376.60
56116.731718	26.83332	0.00047	5.88104	38.832	-0.00046	0.00026	0.198774	0.000375	-4.8758	0.0013	84.20	115.40	305.20	402.80
56116.733801	26.83345	0.00048	5.88071	38.839	-0.00044	0.00027	0.198728	0.000410	-4.8760	0.0014	78.00	107.30	284.40	379.90
56116.735885	26.83378	0.00048	5.88270	38.829	-0.00141	0.00027	0.198548	0.000412	-4.8766	0.0014	77.60	107.20	283.60	377.90
56116.737957	26.83385	0.00049	5.88103	38.834	-0.00172	0.00030	0.198126	0.000469	-4.8780	0.0016	69.30	97.90	255.90	339.40
56117.707520	26.82922	0.00048	5.88248	38.837	-0.00189	0.00028	0.197389	0.000426	-4.8806	0.0015	74.90	112.00	273.50	326.30
56117.709638	26.82922	0.00048	5.88269	38.834	-0.00142	0.00027	0.197296	0.000405	-4.8809	0.0014	78.30	116.10	284.40	340.20
56117.711721	26.82947	0.00048	5.88255	38.844	-0.00105	0.00028	0.198687	0.000420	-4.8761	0.0014	76.00	112.60	277.40	333.00
56117.713805	26.82983	0.00048	5.88189	38.847	-0.00066	0.00029	0.198329	0.000436	-4.8773	0.0015	73.70	108.50	269.70	328.90
56117.715888	26.82975	0.00049	5.88186	38.850	-0.00092	0.00030	0.196985	0.000465	-4.8820	0.0016	69.50	104.20	254.50	305.30
56125.497627	26.82828	0.00047	5.88479	38.774	-0.00122	0.00025	0.194176	0.000385	-4.8919	0.0014	81.10	128.50	308.20	351.00
56125.501481	26.82915	0.00045	5.88416	38.748	-0.00136	0.00022	0.195693	0.000316	-4.8865	0.0011	97.20	152.60	359.10	403.10
56125.505300	26.82839	0.00046	5.88463	38.763	-0.00069	0.00023	0.194543	0.000344	-4.8906	0.0012	89.70	141.70	335.30	378.50
56126.677529	26.83183	0.00048	5.88411	38.801	-0.00183	0.00028	0.194364	0.000437	-4.8912	0.0016	73.00	110.10	286.30	357.10
56126.681383	26.83215	0.00047	5.88479	38.802	0.00096	0.00026	0.195307	0.000414	-4.8879	0.0015	76.80	114.30	299.20	375.50
56128.719447	26.82891	0.00043	5.88153	38.703	-0.00139	0.00018	0.195681	0.000265	-4.8866	0.0009	114.70	175.20	423.60	493.00
56128.724436	26.82952	0.00043	5.88067	38.687	-0.00018	0.00018	0.196273	0.000253	-4.8845	0.0009	120.10	181.60	440.90	513.50
56140.424882	26.82500	0.00052	5.88379	38.942	-0.00178	0.00034	0.192124	0.000531	-4.8993	0.0019	62.10	95.50	230.40	275.40
56140.427000	26.82549	0.00049	5.88242	38.922	0.00028	0.00029	0.192241	0.000435	-4.8989	0.0016	73.70	112.30	269.80	318.80
56140.429141	26.82565	0.00048	5.88238	38.917	0.00009	0.00028	0.192348	0.000401	-4.8985	0.0015	78.90	120.30	287.10	335.30
56148.632401	26.82930	0.00050	5.88743	38.790	-0.00198	0.00032	0.189186	0.000484	-4.9101	0.0018	66.50	114.60	231.70	229.90
56148.634288	26.82944	0.00049	5.88827	38.775	-0.00177	0.00030	0.189257	0.000453	-4.9098	0.0017	70.30	121.50	244.20	240.10
56148.636140	26.82926	0.00052	5.88942	38.783	-0.00212	0.00034	0.189689	0.000524	-4.9082	0.0019	62.40	106.50	221.50	225.10
56148.637992	26.82957	0.00049	5.88674	38.769	-0.00167	0.00029	0.189162	0.000430	-4.9102	0.0016	73.50	127.10	254.20	248.00
56148.639844	26.82900	0.00049	5.88757	38.776	-0.00194	0.00029	0.189861	0.000438	-4.9076	0.0016	72.50	125.10	251.60	246.50
56148.641695	26.83000	0.00049	5.88791	38.775	-0.00232	0.00030	0.188597	0.000440	-4.9123	0.0016	72.10	124.10	250.60	244.80
56148.643547	26.82948	0.00050	5.88919	38.781	-0.00094	0.00031	0.189004	0.000465	-4.9108	0.0017	68.80	118.30	242.40	241.40
56149.476858	26.83248	0.00063	5.90040	39.251	-0.00696	0.00050	0.195351	0.000857	-4.8877	0.0030	43.10	65.50	156.50	199.80
56150.397358	26.83198	0.00075	5.88986	38.832	-0.00383	0.00064	0.188720	0.001234	-4.9118	0.0046	32.20	57.70	113.60	112.40
56150.399094	26.83115	0.00068	5.88728	38.844	-0.00296	0.00056	0.187618	0.001022	-4.9159	0.0039	36.90	65.10	131.70	132.20
56150.400830	26.83066	0.00067	5.88499	38.835	-0.00258	0.00054	0.187827	0.000974	-4.9152	0.0037	38.30	67.90	133.80	131.80
56150.402566	26.83113	0.00069	5.88766	38.831	-0.00209	0.00056	0.188111	0.001025	-4.9141	0.0038	36.90	65.40	129.30	128.10
56150.404302	26.83207	0.00069	5.88589	38.850	-0.00142	0.00057	0.188700	0.001038	-4.9119	0.0039	36.60	64.90	127.40	125.90
56150.406039	26.83197	0.00067	5.88541	38.834	0.00056	0.00054	0.189278	0.000967	-4.9097	0.0036	38.60	68.40	134.10	131.80
56150.407775	26.83182	0.00069	5.88583	38.851	-0.00198	0.00057	0.189258	0.001049	-4.9098	0.0039	36.30	64.30	127.60	127.30
56150.409511	26.83117	0.00070	5.89008	38.822	-0.00238	0.00058	0.188607	0.001054	-4.9122	0.0039	36.20	63.90	127.00	126.70
56150.411247	26.83207	0.00070	5.88886	38.826	-0.00423	0.00058	0.189942	0.001059	-4.9073	0.0039	36.10	64.10	126.40	124.70
56150.413006	26.83098	0.00072	5.88900	38.860	-0.00539	0.00060	0.188431	0.001128	-4.9129	0.0042	34.30	60.60	123.30	125.10
56150.414777	26.83049	0.00069	5.88926	38.834	-0.00399	0.00057	0.187838	0.001028	-4.9151	0.0039	36.80	65.00	129.30	128.70
56150.416513	26.83257	0.00070	5.88724	38.837	-0.00320	0.00058	0.189056	0.001065	-4.9106	0.0040	35.90	63.60	124.60	123.30
56150.418249	26.83094	0.00071	5.88957	38.832	-0.00275	0.00060	0.189419	0.001105	-4.9092	0.0041	34.90	61.70	123.40	123.40
56150.419997	26.83021	0.00072	5.88752	38.853	-0.00248	0.00061	0.190011	0.001145	-4.9070	0.0042	34.10	59.60	124.60	128.50
56150.421710	26.83094	0.00072	5.88784	38.851	-0.00168	0.00060	0.189377	0.001130	-4.9094	0.0042	34.40	60.40	124.00	126.70
56150.423458	26.83183	0.00067	5.88887	38.826	-0.00115	0.00055	0.188818	0.000970	-4.9114	0.0036	38.50	68.40	131.60	128.30
56150.425194	26.82934	0.00070	5.88839	38.832	-0.00247	0.00058	0.191514	0.001069	-4.9015	0.0039	35.90	63.10	128.50	130.10
56150.426930	26.82980	0.00073	5.88648	38.846	-0.00521	0.00061	0.188624	0.001145	-4.9122	0.0043	34.10	60.10	120.70	121.20
56150.428666	26.83124	0.00072	5.89023	38.840	-0.00249	0.00060	0.190504	0.001131	-4.9052	0.0042	34.40	60.50	123.70	126.00
56150.430402	26.83111	0.00075	5.88728	38.852	0.00121	0.00064	0.187325	0.001223	-4.9171	0.0046	32.40	57.30	115.20	116.30
56150.432138	26.83114	0.00073	5.88425	38.861	-0.00001	0.00062	0.189101	0.001175	-4.9104	0.0044	33.40	58.80	119.30	121.00
56150.433886	26.83188	0.00073	5.88652	38.851	-0.00256	0.00061	0.189556	0.001158	-4.9087	0.0043	33.80	59.40	120.90	123.20
56150.435611	26.83181	0.00068	5.88632	38.846	-0.00252	0.00055	0.187809	0.000981	-4.9152	0.0037	38.00	67.30	131.70	129.90
56150.437347	26.83125	0.00069	5.88590	38.846	-0.00250	0.00057	0.188810	0.001042	-4.9115	0.0039	36.50	64.30	129.10	129.20
56150.439083	26.83044	0.00070	5.88385	38.853	-0.00397	0.00058	0.189379	0.001070	-4.9094	0.0040	35.80	63.30	125.70	125.60
56150.440819	26.83177	0.00068	5.88681	38.838	-0.00175	0.00056	0.188326	0.001001	-4.9133	0.0038	37.60	66.30	132.10	131.70
56150.442555	26.83015	0.00070	5.88952	38.828	-0.00031	0.00058	0.188056	0.001057	-4.9143	0.0040	36.10	63.60	127.20	126.80
56150.444291	26.83004	0.00068	5.88590	38.840	-0.00407	0.00055	0.187985	0.000989	-4.9146	0.0037	37.90	67.00	131.50	129.30
56150.446028	26.83087	0.00068	5.88784	38.836	-0.00041	0.00056	0.189337	0.000999	-4.9095	0.0037	37.70	66.20	132.30	132.20
56150.447764	26.82899	0.00071	5.88788	38.839	-0.00566	0.00059	0.190062	0.001086	-4.9068	0.0040	35.50	62.30	125.80	126.80
56150.449500	26.83121	0.00070	5.88760	38.841	-0.00377	0.00058	0.189614	0.001051	-4.9085	0.0039	36.30	64.10	126.70	125.90
56150.451236	26.83031	0.00071	5.88944	38.832	-0.00278	0.00059	0.190571	0.001086	-4.9050	0.0040	35.50	62.20	126.40	128.40
56150.452972	26.83176	0.00067	5.88911	38.841	-0.00228	0.00054	0.190011	0.000968	-4.9070	0.0036	38.60	67.50	136.70	138.00
56150.454708	26.83039	0.00075	5.89123	38.832	-0.00353	0.00063	0.188393	0.001216	-4.9130	0.0046	32.70	57.20	118.50	121.90
56150.456444	26.83083	0.00068	5.88830	38.826	-0.00097	0.00056	0.188901	0.001004	-4.9111	0.0037	37.50	66.30	130.00	128.10
56150.458180	26.82989	0.00077	5.88812	38.853	-0.00189	0.00067	0.188532	0.001305	-4.9125	0.0049	31.00	54.40	112.90	116.80
56150.459917	26.82903	0.00069	5.89034	38.827	-0.00656	0.00057	0.187969	0.001035	-4.9146	0.0039	36.70	64.20	129.80	131.10
56150.461653	26.82832	0.00075	5.89011	38.841	-0.00213	0.00064	0.187952	0.001226	-4.9147	0.0046	32.40	56.70	117.40	121.30
56150.463389	26.82977	0.00079	5.88666	38.867	-0.00163	0.00069	0.189686	0.001371	-4.9082	0.0051	29.90	52.40	110.50	115.70
56150.465125	26.82898	0.00084	5.88923	38.868	-0.00152	0.00074	0.189792	0.001534	-4.9078	0.0057	27.60	48.50	102.60	107.90
56150.466861	26.82844	0.00093	5.88970	38.875	-0.00334	0.00085	0.189711	0.001892	-4.9081	0.0070	23.90	41.90	92.00	99.70
56150.468597	26.82768	0.00084	5.88672	38.870	-0.00286	0.00074	0.189974	0.001542	-4.9072	0.0057	27.50	48.50	102.00	106.80
56150.470333	26.82804	0.00089	5.88993	38.856	-0.00088	0.00080	0.188448	0.001722	-4.9128	0.0064	25.40	44.70	96.80	103.40
56150.472070	26.82909	0.00090	5.89265	38.870	-0.00518	0.00082	0.185735	0.001775	-4.9231	0.0068	24.90	43.60	94.80	101.80
56150.473806	26.82893	0.00099	5.88907	38.896	-0.00404	0.00091	0.190389	0.002132	-4.9056	0.0078	22.00	38.90	85.60	92.50
56150.475542	26.82666	0.00114	5.89232	38.863	-0.00689	0.00107	0.187805	0.002755	-4.9152	0.0104	18.30	32.70	74.40	82.20
56150.477278	26.82785	0.00103	5.89109	38.872	-0.00170	0.00096	0.191679	0.002317	-4.9009	0.0084	20.70	36.70	82.50	90.70
56150.479014	26.82871	0.00080	5.88672	38.864	-0.00319	0.00069	0.188209	0.001388	-4.9137	0.0052	29.60	51.80	109.70	115.30
56150.480750	26.82953	0.00094	5.89195	38.874	-0.00044	0.00085	0.188528	0.001910	-4.9125	0.0071	23.60	41.60	91.60	99.50
56150.482486	26.82849	0.00091	5.88992	38.881	-0.00037	0.00083	0.188887	0.001832	-4.9112	0.0068	24.40	42.90	94.00	101.20
56150.484223	26.82993	0.00137	5.89012	38.905	-0.00010	0.00132	0.186079	0.003793	-4.9218	0.0145	14.60	26.50	61.90	69.50
56150.485959	26.82781	0.00092	5.89319	38.852	-0.00088	0.00083	0.186019	0.001844	-4.9220	0.0070	24.20	42.60	93.50	101.00
56150.487695	26.82822	0.00110	5.89536	38.879	-0.00299	0.00103	0.188774	0.002589	-4.9116	0.0097	19.20	33.90	77.30	85.60
56150.507892	26.82782	0.00133	5.89287	38.891	0.00060	0.00127	0.186127	0.003691	-4.9216	0.0141	14.90	27.00	64.20	72.70
56150.509628	26.82899	0.00097	5.89308	38.876	-0.00167	0.00089	0.186614	0.002078	-4.9198	0.0079	22.30	39.40	88.20	95.90
56150.511364	26.82988	0.00113	5.89190	38.900	-0.00703	0.00107	0.186146	0.002752	-4.9215	0.0105	18.30	32.70	74.70	82.60
56150.513100	26.82580	0.00105	5.89315	38.878	-0.00487	0.00098	0.191961	0.002402	-4.8999	0.0087	20.20	35.80	80.50	88.00
56150.514836	26.82841	0.00099	5.89575	38.882	-0.00027	0.00091	0.190897	0.002128	-4.9038	0.0078	22.00	38.80	86.60	94.40
56150.516573	26.82967	0.00131	5.89217	38.877	0.00044	0.00125	0.186996	0.003510	-4.9183	0.0133	15.40	27.80	64.80	72.80
56150.518309	26.82705	0.00107	5.89477	38.873	-0.00276	0.00100	0.192092	0.002485	-4.8994	0.0090	19.70	35.00	79.30	87.50
56150.520045	26.82920	0.00115	5.88652	38.892	-0.00183	0.00109	0.185719	0.002801	-4.9232	0.0107	18.10	32.20	73.50	81.50
56150.521781	26.82880	0.00099	5.88710	38.894	-0.00524	0.00091	0.192369	0.002159	-4.8984	0.0078	21.80	38.40	86.20	94.50
56150.523517	26.82848	0.00122	5.89317	38.895	-0.00207	0.00115	0.185506	0.003106	-4.9240	0.0119	16.80	30.20	69.90	78.40
56150.525253	26.82929	0.00109	5.89032	38.875	-0.00296	0.00102	0.187674	0.002562	-4.9157	0.0097	19.20	34.30	77.70	85.80
56150.526989	26.82832	0.00101	5.88891	38.892	-0.00004	0.00093	0.189599	0.002217	-4.9085	0.0082	21.30	37.80	84.50	92.20
56150.528725	26.82790	0.00110	5.89329	38.882	-0.00126	0.00104	0.189391	0.002620	-4.9093	0.0097	19.00	33.80	76.90	85.00
56150.530462	26.82840	0.00115	5.88864	38.898	-0.00364	0.00108	0.185086	0.002809	-4.9256	0.0108	18.00	32.20	74.00	82.00
56150.532198	26.83033	0.00090	5.89094	38.864	-0.00168	0.00081	0.189100	0.001796	-4.9104	0.0067	24.70	43.40	95.70	103.50
56150.533934	26.82749	0.00116	5.88866	38.900	-0.00419	0.00109	0.187269	0.002832	-4.9173	0.0107	17.80	32.20	73.30	81.00
56150.535670	26.82874	0.00127	5.89545	38.899	-0.00539	0.00121	0.187333	0.003332	-4.9170	0.0126	15.90	29.00	66.50	73.60
56150.537406	26.82858	0.00117	5.89145	38.877	-0.00329	0.00111	0.187889	0.002905	-4.9149	0.0109	17.60	31.50	72.40	80.70
56150.539142	26.82840	0.00114	5.89333	38.878	-0.00130	0.00108	0.185059	0.002765	-4.9257	0.0107	18.30	32.50	73.90	81.60
56150.540878	26.82857	0.00121	5.89174	38.911	-0.00192	0.00114	0.188352	0.003062	-4.9132	0.0115	17.00	30.50	70.20	78.20
56150.542615	26.82868	0.00105	5.89136	38.895	-0.00284	0.00098	0.187301	0.002386	-4.9171	0.0090	20.20	35.90	80.80	88.70
56150.544351	26.82679	0.00104	5.88832	38.906	0.00033	0.00096	0.185949	0.002334	-4.9223	0.0089	20.50	36.40	82.00	90.20
56150.546087	26.82889	0.00114	5.89170	38.908	-0.00200	0.00108	0.192912	0.002788	-4.8964	0.0100	18.20	32.60	74.10	81.80
56150.547823	26.82742	0.00107	5.89056	38.899	0.00046	0.00100	0.189343	0.002502	-4.9095	0.0093	19.50	34.80	79.70	88.60
56150.549559	26.82887	0.00122	5.89100	38.894	-0.00203	0.00116	0.195278	0.003159	-4.8880	0.0112	16.70	30.00	69.40	77.30
56150.551295	26.83024	0.00100	5.89371	38.865	-0.00007	0.00092	0.188020	0.002185	-4.9144	0.0082	21.50	38.00	85.60	93.90
56150.553031	26.83042	0.00121	5.89098	38.892	-0.00315	0.00115	0.181916	0.003052	-4.9380	0.0121	16.90	30.50	70.00	77.50
56150.554768	26.82776	0.00106	5.88941	38.882	-0.00614	0.00099	0.189194	0.002430	-4.9100	0.0090	20.00	35.50	80.50	89.00
56150.556504	26.82767	0.00114	5.89518	38.885	-0.00009	0.00107	0.189194	0.002782	-4.9100	0.0103	18.20	32.50	74.70	83.30
56150.558240	26.82875	0.00113	5.89224	38.882	-0.00284	0.00106	0.186398	0.002735	-4.9206	0.0104	18.30	32.80	75.10	83.40
56150.559976	26.82843	0.00106	5.89242	38.894	-0.00110	0.00099	0.192627	0.002462	-4.8975	0.0089	19.90	35.30	80.00	88.30
56150.561712	26.82861	0.00114	5.89061	38.894	0.00076	0.00107	0.192406	0.002778	-4.8983	0.0101	18.10	32.50	74.60	82.90
56150.563448	26.82740	0.00115	5.89171	38.888	0.00190	0.00108	0.189407	0.002809	-4.9093	0.0104	18.00	32.40	73.80	81.70
56150.565184	26.82930	0.00103	5.89265	38.886	0.00183	0.00096	0.186097	0.002323	-4.9217	0.0089	20.60	36.60	82.00	89.80
56150.566920	26.82828	0.00096	5.88827	38.892	-0.00026	0.00088	0.191262	0.002052	-4.9024	0.0075	22.50	39.70	89.00	97.10
56150.568657	26.82696	0.00106	5.88786	38.887	-0.00017	0.00099	0.193358	0.002479	-4.8948	0.0089	19.70	35.10	79.90	88.30
56150.570393	26.82846	0.00113	5.89137	38.891	0.00545	0.00107	0.187672	0.002759	-4.9157	0.0104	18.30	32.60	75.00	83.40
56150.572129	26.82901	0.00098	5.89838	38.868	0.00044	0.00090	0.187541	0.002100	-4.9162	0.0079	22.10	39.10	87.70	96.00
56150.573865	26.82762	0.00113	5.88530	38.897	-0.00120	0.00106	0.189539	0.002727	-4.9088	0.0101	18.40	33.00	75.20	83.10
56150.575601	26.82883	0.00091	5.88895	38.866	-0.00464	0.00083	0.192070	0.001869	-4.8995	0.0068	24.10	42.50	93.90	101.50
56150.577337	26.82867	0.00091	5.89448	38.860	-0.00191	0.00083	0.190064	0.001855	-4.9068	0.0068	24.30	42.60	94.40	102.10
56150.579073	26.82692	0.00092	5.89039	38.869	-0.00233	0.00084	0.187055	0.001894	-4.9181	0.0072	23.80	42.00	92.80	100.00
56150.580810	26.82818	0.00086	5.89328	38.864	0.00083	0.00077	0.190740	0.001655	-4.9043	0.0061	26.20	46.00	101.00	108.50
56150.582546	26.82935	0.00089	5.89290	38.877	-0.00616	0.00080	0.190320	0.001766	-4.9059	0.0065	25.10	44.30	96.30	102.60
56150.584282	26.82890	0.00101	5.88473	38.898	-0.00219	0.00094	0.186645	0.002259	-4.9196	0.0086	21.00	37.30	84.40	92.50
56150.586018	26.82805	0.00090	5.88830	38.885	-0.00274	0.00082	0.188542	0.001826	-4.9125	0.0068	24.40	43.00	95.30	103.20
56150.587754	26.82821	0.00079	5.88963	38.858	-0.00112	0.00069	0.188199	0.001383	-4.9138	0.0052	29.70	52.20	111.50	116.80
56150.589490	26.82784	0.00082	5.88988	38.862	-0.00095	0.00072	0.187077	0.001493	-4.9180	0.0057	28.10	49.30	107.00	113.90
56150.591226	26.82908	0.00108	5.89342	38.902	-0.00336	0.00101	0.186837	0.002549	-4.9189	0.0097	19.30	34.60	78.70	86.80
56150.592963	26.82767	0.00098	5.89249	38.866	-0.00187	0.00090	0.190533	0.002140	-4.9051	0.0079	21.90	38.90	87.70	95.90
56150.594699	26.82758	0.00092	5.88785	38.888	-0.00608	0.00084	0.187959	0.001912	-4.9147	0.0072	23.70	41.60	93.50	102.10
56150.596435	26.82514	0.00114	5.89661	38.888	0.00093	0.00107	0.189842	0.002810	-4.9076	0.0104	18.00	32.30	75.00	83.60
56150.598171	26.82876	0.00110	5.88878	38.886	-0.00219	0.00103	0.191259	0.002651	-4.9024	0.0097	18.80	33.80	77.30	85.40
56150.599907	26.82853	0.00104	5.88719	38.885	-0.00219	0.00097	0.190545	0.002394	-4.9051	0.0088	20.20	36.00	82.00	90.40
56150.601643	26.82821	0.00103	5.89063	38.885	-0.00053	0.00096	0.188144	0.002362	-4.9140	0.0089	20.40	36.40	82.80	91.10
56150.603379	26.82715	0.00104	5.89020	38.897	-0.00120	0.00097	0.190337	0.002417	-4.9058	0.0089	20.20	35.80	81.90	90.70
56150.605115	26.82868	0.00091	5.89145	38.868	-0.00298	0.00083	0.190621	0.001889	-4.9048	0.0069	23.90	42.20	94.60	102.80
56150.606852	26.82987	0.00107	5.88850	38.904	-0.00473	0.00100	0.192135	0.002554	-4.8993	0.0093	19.30	34.70	79.10	87.10
56151.570002	26.82669	0.00047	5.89291	38.779	-0.00226	0.00027	0.193132	0.000399	-4.8956	0.0014	80.10	121.50	293.70	347.40
56151.572097	26.82754	0.00049	5.89221	38.801	-0.00207	0.00031	0.193949	0.000465	-4.8927	0.0017	70.20	108.10	260.30	308.10
56151.574181	26.82702	0.00049	5.89200	38.792	-0.00223	0.00031	0.192899	0.000457	-4.8965	0.0016	71.10	109.00	263.70	312.40
56151.576264	26.82669	0.00049	5.89433	38.789	-0.00275	0.00030	0.192879	0.000451	-4.8966	0.0016	71.90	109.20	266.60	318.90
56151.578347	26.82659	0.00050	5.89256	38.794	-0.00244	0.00031	0.192698	0.000475	-4.8972	0.0017	68.80	105.30	255.90	306.00
56151.580442	26.82665	0.00051	5.89400	38.796	-0.00281	0.00034	0.193533	0.000521	-4.8942	0.0019	63.90	98.00	238.30	287.20
56152.654219	26.82969	0.00047	5.89304	38.772	-0.00184	0.00026	0.193949	0.000375	-4.8927	0.0013	84.70	125.90	313.80	378.30
