jdb	vrad	svrad	fwhm	contrast	bis_span	noise	s_mw	sig_s	rhk	sig_rhk	sn_CaII	sn10	sn50	sn60
56203.468559	-18.42266	0.00101	5.94520	51.772	0.02215	0.00090	0.258506	0.002624	-4.9159	0.0049	14.00	33.40	0.00	0.00
56203.470712	-18.42352	0.00073	5.93270	51.974	0.02321	0.00057	0.234956	0.001371	-4.9622	0.0028	23.10	51.50	0.00	0.00
56203.472842	-18.42290	0.00064	5.93174	52.015	0.02151	0.00045	0.226922	0.000995	-4.9792	0.0021	29.70	65.60	0.00	0.00
56203.474983	-18.42195	0.00060	5.92842	52.031	0.02340	0.00040	0.224839	0.000822	-4.9837	0.0018	34.60	74.70	0.00	0.00
56207.465096	-18.41386	0.00058	5.93150	51.958	0.01823	0.00021	0.217778	0.000393	-4.9994	0.0009	64.20	143.10	0.00	0.00
56207.471392	-18.41293	0.00058	5.93143	51.958	0.01830	0.00020	0.216884	0.000377	-5.0014	0.0009	66.60	150.30	0.00	0.00
56207.566844	-18.41493	0.00058	5.93091	51.948	0.01878	0.00019	0.217725	0.000354	-4.9995	0.0008	70.70	155.60	0.00	0.00
56207.573071	-18.41517	0.00058	5.93229	51.941	0.01852	0.00020	0.219135	0.000359	-4.9964	0.0008	70.10	152.90	0.00	0.00
56208.412176	-18.41899	0.00057	5.92849	51.910	0.02030	0.00017	0.221280	0.000284	-4.9916	0.0006	88.00	181.40	0.00	0.00
56208.418414	-18.41915	0.00057	5.92883	51.915	0.02016	0.00017	0.220387	0.000287	-4.9936	0.0006	87.00	179.90	0.00	0.00
56208.515151	-18.41992	0.00064	5.93570	51.917	0.01836	0.00033	0.225496	0.000646	-4.9823	0.0014	42.20	89.40	0.00	0.00
56208.521308	-18.41991	0.00061	5.93106	51.933	0.02029	0.00027	0.222325	0.000494	-4.9893	0.0011	53.00	110.70	0.00	0.00
56209.410644	-18.42219	0.00060	5.92982	51.951	0.01655	0.00026	0.223997	0.000461	-4.9856	0.0010	56.60	117.30	0.00	0.00
56209.416824	-18.42092	0.00058	5.92696	51.966	0.01679	0.00021	0.222534	0.000367	-4.9888	0.0008	69.50	142.50	0.00	0.00
56209.522797	-18.41886	0.00061	5.92964	51.945	0.01707	0.00028	0.225521	0.000499	-4.9822	0.0011	53.00	107.20	0.00	0.00
56209.528978	-18.41823	0.00067	5.93304	51.921	0.01864	0.00039	0.229558	0.000759	-4.9736	0.0016	37.00	77.60	0.00	0.00
56226.434392	-18.40931	0.00054	5.93143	52.019	0.01846	0.00026	0.223111	0.000484	-4.9875	0.0011	54.80	115.50	0.00	0.00
56226.440688	-18.41119	0.00057	5.93324	52.024	0.01830	0.00032	0.224670	0.000625	-4.9841	0.0014	43.80	94.70	0.00	0.00
56227.395713	-18.41212	0.00052	5.93263	52.020	0.02201	0.00024	0.224890	0.000426	-4.9836	0.0009	61.90	126.60	0.00	0.00
56227.398861	-18.41267	0.00060	5.93279	52.019	0.02216	0.00023	0.224929	0.000412	-4.9835	0.0009	63.80	131.50	0.00	0.00
56227.401952	-18.41306	0.00052	5.93274	52.019	0.02209	0.00023	0.223920	0.000408	-4.9857	0.0009	64.30	132.60	0.00	0.00
56227.404984	-18.41220	0.00052	5.93270	52.012	0.02253	0.00023	0.224803	0.000415	-4.9838	0.0009	63.30	131.50	0.00	0.00
56227.408086	-18.41362	0.00054	5.93279	52.025	0.02191	0.00028	0.224801	0.000516	-4.9838	0.0011	52.00	110.20	0.00	0.00
56245.485220	-18.42225	0.00043	6.10483	49.428	0.01287	0.00014	0.216978	0.000304	-5.0012	0.0007	81.70	162.10	487.00	519.10
56245.489213	-18.42157	0.00043	6.10389	49.425	0.01214	0.00014	0.217866	0.000302	-4.9992	0.0007	82.30	160.30	490.90	532.60
56245.493090	-18.42072	0.00044	6.10354	49.431	0.01209	0.00014	0.218687	0.000309	-4.9974	0.0007	80.90	156.70	484.50	531.30
56251.561132	-18.41856	0.00045	6.09660	49.526	0.01185	0.00019	0.210558	0.000464	-5.0161	0.0011	54.60	114.90	372.70	410.00
56251.565010	-18.41920	0.00048	6.09583	49.538	0.01209	0.00025	0.208139	0.000685	-5.0218	0.0016	38.60	85.10	275.10	302.90
56251.568875	-18.41904	0.00053	6.09561	49.556	0.01318	0.00033	0.209983	0.000997	-5.0174	0.0023	28.40	65.00	211.50	234.30
56252.413025	-18.41928	0.00048	6.09535	49.553	0.01153	0.00025	0.209227	0.000640	-5.0192	0.0015	41.10	89.00	274.70	306.50
56252.416983	-18.41981	0.00049	6.09435	49.558	0.00971	0.00027	0.208053	0.000718	-5.0220	0.0017	37.20	81.70	251.50	278.80
56252.420988	-18.41977	0.00050	6.09547	49.553	0.01049	0.00028	0.208882	0.000748	-5.0200	0.0018	36.00	79.40	244.50	271.00
56268.408342	-18.41160	0.00049	6.09691	49.521	0.01080	0.00027	0.210183	0.000698	-5.0169	0.0016	38.80	83.20	254.90	273.30
56268.410217	-18.41175	0.00050	6.09866	49.516	0.01114	0.00028	0.210115	0.000727	-5.0171	0.0017	37.50	81.10	248.00	264.70
56268.412000	-18.41120	0.00052	6.09689	49.531	0.01121	0.00032	0.209298	0.000875	-5.0190	0.0021	32.20	69.60	218.60	239.80
56268.413794	-18.41146	0.00051	6.09722	49.527	0.01225	0.00031	0.207872	0.000837	-5.0224	0.0020	33.30	71.80	223.60	245.30
56268.415587	-18.41150	0.00051	6.09813	49.518	0.01074	0.00030	0.210291	0.000781	-5.0167	0.0018	35.30	76.70	235.00	252.60
56268.417405	-18.41182	0.00049	6.09809	49.521	0.01104	0.00027	0.208217	0.000693	-5.0216	0.0016	38.70	85.60	253.90	262.40
56268.419222	-18.41192	0.00049	6.09942	49.512	0.01126	0.00027	0.208347	0.000688	-5.0213	0.0016	38.90	86.80	257.70	264.20
56268.421027	-18.41202	0.00049	6.09718	49.524	0.01063	0.00027	0.208344	0.000684	-5.0213	0.0016	39.10	87.30	262.00	271.40
56268.422821	-18.41168	0.00048	6.09939	49.515	0.01138	0.00026	0.207973	0.000647	-5.0222	0.0015	40.90	90.30	273.20	285.20
56268.424615	-18.41250	0.00048	6.09937	49.510	0.01030	0.00025	0.208383	0.000624	-5.0212	0.0015	42.20	93.20	279.90	289.70
56285.313540	-18.41517	0.00054	6.09951	49.499	0.01179	0.00035	0.215075	0.001028	-5.0056	0.0024	29.00	61.20	200.80	230.40
56285.361790	-18.41565	0.00056	6.10032	49.509	0.01163	0.00038	0.214654	0.001184	-5.0065	0.0027	25.80	55.70	183.60	211.60
56285.417956	-18.41568	0.00045	6.10197	49.462	0.01114	0.00020	0.214363	0.000507	-5.0072	0.0012	52.20	106.10	351.20	414.60
56285.423581	-18.41595	0.00046	6.10241	49.457	0.01316	0.00021	0.215749	0.000545	-5.0040	0.0012	49.30	100.30	332.50	393.90
56482.713819	-18.41711	0.00054	6.12925	49.332	0.01105	0.00038	0.200330	0.001168	-5.0408	0.0029	26.00	58.50	189.90	194.50
56482.716366	-18.41704	0.00055	6.13216	49.320	0.00984	0.00038	0.200901	0.001165	-5.0394	0.0029	26.10	58.80	189.40	192.40
56482.719016	-18.41808	0.00052	6.12912	49.324	0.00954	0.00034	0.200835	0.000998	-5.0395	0.0025	29.40	65.40	210.90	214.40
56482.721667	-18.41731	0.00054	6.13039	49.326	0.01066	0.00038	0.204157	0.001152	-5.0314	0.0028	26.30	59.40	191.40	194.20
56482.724260	-18.41774	0.00052	6.12932	49.324	0.01020	0.00034	0.200815	0.001013	-5.0396	0.0025	29.00	64.80	208.80	212.60
56499.730151	-18.41541	0.00042	6.13003	49.250	0.01011	0.00016	0.204998	0.000379	-5.0293	0.0009	67.50	138.50	437.50	440.40
56499.733947	-18.41523	0.00042	6.12961	49.249	0.01012	0.00016	0.206022	0.000382	-5.0268	0.0009	67.30	135.90	439.90	452.90
56499.737755	-18.41505	0.00042	6.12937	49.245	0.01020	0.00016	0.205385	0.000366	-5.0284	0.0009	70.00	140.20	454.90	471.40
56510.694814	-18.41447	0.00043	6.13004	49.232	0.01005	0.00015	0.200372	0.000349	-5.0407	0.0009	71.70	154.20	472.80	451.50
56510.700312	-18.41400	0.00043	6.12915	49.234	0.01006	0.00015	0.199333	0.000339	-5.0433	0.0008	73.20	157.90	479.00	452.00
56527.490905	-18.42401	0.00074	6.13337	49.273	0.00998	0.00062	0.195873	0.002433	-5.0520	0.0062	14.70	36.50	121.20	118.90
56527.496136	-18.42599	0.00263	6.11854	48.809	0.00303	0.00260	0.157296	0.021590	-5.1636	0.0713	2.60	8.20	36.90	37.20
56527.546127	-18.42392	0.00051	6.13093	49.284	0.00899	0.00032	0.199294	0.000934	-5.0434	0.0023	31.10	69.30	224.50	225.70
56527.551706	-18.42406	0.00049	6.12850	49.287	0.00990	0.00029	0.200097	0.000819	-5.0414	0.0020	34.60	76.60	247.70	249.40
56527.631119	-18.42436	0.00049	6.13122	49.271	0.00842	0.00028	0.199065	0.000771	-5.0439	0.0019	36.30	78.40	260.30	272.10
56527.636629	-18.42358	0.00048	6.13011	49.276	0.00960	0.00027	0.200491	0.000732	-5.0404	0.0018	38.00	81.40	270.80	284.30
56529.496030	-18.41917	0.00043	6.13148	49.221	0.00966	0.00017	0.204361	0.000386	-5.0309	0.0009	66.70	133.80	442.20	459.00
56529.499803	-18.41937	0.00043	6.13122	49.221	0.00890	0.00016	0.202447	0.000376	-5.0355	0.0009	67.70	138.20	446.20	454.30
56529.503623	-18.41949	0.00043	6.13087	49.228	0.00939	0.00016	0.202384	0.000377	-5.0357	0.0009	67.40	139.80	443.70	443.90
56529.631070	-18.41757	0.00044	6.12905	49.257	0.00970	0.00019	0.205592	0.000468	-5.0279	0.0011	56.60	108.90	382.00	428.80
56529.634878	-18.41704	0.00043	6.12942	49.248	0.01022	0.00019	0.205930	0.000448	-5.0271	0.0011	58.90	111.60	396.20	448.40
56529.638710	-18.41681	0.00044	6.12872	49.257	0.00939	0.00019	0.206755	0.000462	-5.0251	0.0011	57.40	108.90	388.30	440.60
56563.533093	-18.41799	0.00042	6.13320	49.181	0.01069	0.00014	0.195508	0.000312	-5.0529	0.0008	76.00	166.40	501.90	484.50
56563.538452	-18.41844	0.00043	6.13428	49.204	0.01066	0.00016	0.195102	0.000371	-5.0540	0.0010	64.80	142.60	435.70	424.10
56569.534710	-18.41944	0.00044	6.13591	49.227	0.00982	0.00018	0.196868	0.000437	-5.0495	0.0011	56.60	118.70	391.20	405.20
56569.538206	-18.42020	0.00044	6.13624	49.216	0.00981	0.00017	0.195878	0.000407	-5.0520	0.0010	60.00	126.90	415.20	422.60
56569.541933	-18.42123	0.00045	6.13676	49.223	0.01060	0.00020	0.195991	0.000479	-5.0517	0.0012	51.90	113.30	366.70	362.60
56570.384269	-18.42350	0.00053	6.13763	49.259	0.00920	0.00035	0.193644	0.000980	-5.0577	0.0025	28.60	66.70	203.10	191.50
56570.386028	-18.42320	0.00050	6.13595	49.256	0.01092	0.00031	0.195211	0.000830	-5.0537	0.0021	32.70	74.70	228.30	213.80
56570.387579	-18.42299	0.00049	6.13782	49.256	0.01069	0.00029	0.197167	0.000761	-5.0487	0.0019	35.20	79.40	244.60	231.20
56570.389315	-18.42362	0.00052	6.13706	49.267	0.00957	0.00034	0.194859	0.000944	-5.0546	0.0024	29.50	68.30	210.90	199.80
56570.390959	-18.42367	0.00050	6.13683	49.255	0.01058	0.00031	0.194878	0.000841	-5.0545	0.0022	32.50	72.30	234.10	230.70
56570.515208	-18.42434	0.00049	6.13736	49.246	0.01173	0.00028	0.196369	0.000736	-5.0507	0.0019	36.30	78.70	254.80	254.80
56570.516898	-18.42450	0.00048	6.13695	49.256	0.01138	0.00028	0.196449	0.000717	-5.0505	0.0018	37.00	80.80	259.10	255.30
56570.518599	-18.42418	0.00048	6.13801	49.251	0.01019	0.00028	0.195217	0.000728	-5.0537	0.0019	36.50	78.80	257.90	259.80
56570.520277	-18.42489	0.00049	6.13632	49.250	0.00875	0.00028	0.195848	0.000731	-5.0521	0.0019	36.50	78.60	256.10	257.00
56570.521932	-18.42543	0.00049	6.13619	49.252	0.00989	0.00029	0.195836	0.000747	-5.0521	0.0019	35.80	77.20	253.40	255.70
56571.510600	-18.42106	0.00047	6.13680	49.243	0.00961	0.00025	0.194881	0.000627	-5.0545	0.0016	41.20	91.70	286.20	275.20
56571.513205	-18.42106	0.00047	6.13703	49.236	0.01055	0.00025	0.193708	0.000624	-5.0576	0.0016	41.10	91.80	286.80	276.00
56571.515797	-18.42118	0.00047	6.13799	49.230	0.01213	0.00025	0.195523	0.000629	-5.0529	0.0016	41.00	91.40	286.60	277.10
56571.518471	-18.42166	0.00047	6.13754	49.238	0.01039	0.00026	0.195636	0.000653	-5.0526	0.0017	39.90	88.40	279.70	272.10
56571.592094	-18.41941	0.00055	6.13868	49.218	0.01054	0.00022	0.195307	0.000539	-5.0534	0.0014	46.80	102.70	324.30	311.80
56571.594652	-18.42070	0.00045	6.13889	49.227	0.01062	0.00022	0.195222	0.000526	-5.0537	0.0013	47.80	104.20	331.70	321.60
56571.597291	-18.42114	0.00045	6.13832	49.220	0.01006	0.00021	0.194395	0.000513	-5.0558	0.0013	48.70	106.60	335.90	322.00
56571.599930	-18.42105	0.00045	6.13902	49.221	0.01060	0.00022	0.194989	0.000541	-5.0543	0.0014	46.60	102.40	323.40	310.10
56572.508156	-18.41853	0.00043	6.13802	49.182	0.01027	0.00016	0.197927	0.000355	-5.0468	0.0009	68.40	138.70	460.50	474.10
56572.511953	-18.41854	0.00043	6.13750	49.180	0.01088	0.00016	0.198237	0.000357	-5.0460	0.0009	68.10	138.90	459.20	470.80
56572.515691	-18.41834	0.00043	6.13688	49.185	0.01074	0.00016	0.197969	0.000363	-5.0467	0.0009	67.00	135.70	454.00	469.30
56572.592787	-18.41800	0.00042	6.13770	49.165	0.01035	0.00014	0.196751	0.000313	-5.0498	0.0008	76.20	160.50	507.90	493.90
56572.596537	-18.41814	0.00042	6.13717	49.162	0.00958	0.00014	0.197218	0.000312	-5.0486	0.0008	76.40	161.10	509.00	494.90
56572.600321	-18.41785	0.00042	6.13705	49.157	0.00959	0.00014	0.197165	0.000305	-5.0487	0.0008	78.00	165.10	519.30	503.20
56573.533142	-18.41989	0.00043	6.13649	49.204	0.01068	0.00017	0.197419	0.000406	-5.0481	0.0010	60.40	126.00	416.50	428.10
56573.536880	-18.42020	0.00042	6.13579	49.197	0.01123	0.00016	0.199013	0.000361	-5.0441	0.0009	67.50	137.20	461.70	479.30
56573.540573	-18.42000	0.00043	6.13592	49.200	0.01038	0.00017	0.198386	0.000389	-5.0456	0.0010	63.10	128.10	437.60	461.40
56573.615608	-18.42183	0.00043	6.13676	49.210	0.01091	0.00018	0.197090	0.000447	-5.0489	0.0011	55.40	117.10	393.50	401.20
